"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"375867";"1971_6";"Central Asian titular nations";"past: early Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"religion (Islam)";"375867";"1971_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"religion (Islam)";"375867";"1971_6";"Central Asian titular nations";"past: early Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"turkmeny";"""racial type"" / rasovyj tip / rasa";"376695";"1983_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"""racial type"" / rasovyj tip / rasa";"376695";"1983_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"russkij narod / Russians";"religion (Islam)";"376772";"1971_6";"Groups";"present";"Factual Statement by Author";NA;"difference"
"russkij narod / Russians";"religion (Islam)";"376772";"1971_6";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"difference"
"russkij narod / Russians";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"376772";"1971_6";"Groups";"present";"Factual Statement by Author";NA;"difference"
"russkij narod / Russians";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"376772";"1971_6";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"difference"
"russkij narod / Russians";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"376772";"1971_6";"Groups";"present";"Factual Statement by Author";NA;"difference"
"russkij narod / Russians";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"376772";"1971_6";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"difference"
"russkij narod / Russians";"byt / bytovyj uklad / every-day life practices";"376772";"1971_6";"Groups";"present";"Factual Statement by Author";NA;"difference"
"russkij narod / Russians";"byt / bytovyj uklad / every-day life practices";"376772";"1971_6";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"difference"
"russkij narod / Russians";"perezhitki / survivals";"376772";"1971_6";"Groups";"present";"Factual Statement by Author";NA;"difference"
"russkij narod / Russians";"perezhitki / survivals";"376772";"1971_6";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"difference"
"uzbeki";"""racial type"" / rasovyj tip / rasa";"376802";"1983_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy";"education";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA;NA
"kirgizy";"profession / zanjatie";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA;NA
"kirgizy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA;NA
"turkmeny";"education";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA;NA
"turkmeny";"profession / zanjatie";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA;NA
"turkmeny";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA;NA
"kazakhi";"education";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA;NA
"kazakhi";"profession / zanjatie";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA;NA
"kazakhi";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA;NA
"Lithuania";"education";"37827";"1977_6";"Locations";"present";NA;NA;NA
"Lithuania";"profession / zanjatie";"37827";"1977_6";"Locations";"present";NA;NA;NA
"Lithuania";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"37827";"1977_6";"Locations";"present";NA;NA;NA
"India";"archaeology / mesolithic or neolithic monuments or culture";"378477";"1968_4";"Locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Central Asia / Srednjaja Azija";"use of specific tools or methods";"383358";"1969_3";"Locations";"present";NA;NA;"proximity / similarity"
"Central Asia / Srednjaja Azija";"hunting / okhota";"383358";"1969_3";"Locations";"present";NA;NA;"proximity / similarity"
"Turkmenistan / Turkmenija / Turkmenskaja SSR";"mode of production / khozjajsvennyj uklad / economic system";"38577";"1972_4";"Locations";"present";"Factual Statement by Author";NA;"knowledge exchange"
"Uzbekistan / Uzbekskaja SSR";"mode of production / khozjajsvennyj uklad / economic system";"38577";"1972_4";"Locations";"present";"Factual Statement by Author";NA;"knowledge exchange"
"Kirgizija / Kirgizskaja SSR";"mode of production / khozjajsvennyj uklad / economic system";"38577";"1972_4";"Locations";"present";"Factual Statement by Author";NA;"knowledge exchange"
"gosudarstva Vostoka";"mode of production / khozjajsvennyj uklad / economic system";"38577";"1972_4";"Locations";"present";"Factual Statement by Author";NA;"knowledge exchange"
"Iran";"theater";"386824";"1980_6";"Locations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"Uzbekistan / Uzbekskaja SSR";"theater";"386824";"1980_6";"Locations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"India";"theater";"386824";"1980_6";"Locations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"Central Asia / Srednjaja Azija";"theater";"386824";"1980_6";"Locations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"""racial type"" / rasovyj tip / rasa";"388750";"1983_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"anthropometric measures";"388750";"1983_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"turkmeny";"""racial type"" / rasovyj tip / rasa";"388750";"1983_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"turkmeny";"anthropometric measures";"388750";"1983_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy Karategina";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"392426";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy Karategina";"khozjajstvo / economy";"392426";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy Karategina";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"392426";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"uzbeki";"zemledelie / sel'skoe khosjajstvo / agriculture";"392765";"1969_3";"Central Asian titular nations";"past";NA;NA;"influence"
"uzbeki";"language / terminology";"392765";"1969_3";"Central Asian titular nations";"past";NA;NA;"influence"
"Afghanistan";"prazdniki / holidays / festivities";"394854";"1970_3";"Locations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Afghanistan";"religion / spirituality (pre-Muslim)";"394854";"1970_3";"Locations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Afghanistan";"perezhitki / survivals";"394854";"1970_3";"Locations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"prazdniki / holidays / festivities";"394854";"1970_3";"Groups in Iran";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"religion / spirituality (pre-Muslim)";"394854";"1970_3";"Groups in Iran";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"persy / iranojazychnye narody / Persian/Iranian-speaking groups";"perezhitki / survivals";"394854";"1970_3";"Groups in Iran";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Iran";"prazdniki / holidays / festivities";"394854";"1970_3";"Locations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Iran";"religion / spirituality (pre-Muslim)";"394854";"1970_3";"Locations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Iran";"perezhitki / survivals";"394854";"1970_3";"Locations";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Afghanistan";"use of specific tools or methods";"395804";"1979_2";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Afghanistan";"transportation";"395804";"1979_2";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"narody Severo-Zapadnoj Indii";"""racial type"" / rasovyj tip / rasa";"396379";"1972_6";"Groups";"present";NA;NA;"proximity / similarity"
"narody Afganistana";"""racial type"" / rasovyj tip / rasa";"396379";"1972_6";"Groups in Afghanistan";"present";NA;NA;"proximity / similarity"
"narody Srednej Azii";"""racial type"" / rasovyj tip / rasa";"396379";"1972_6";"narody Srednej Azii i Kazakhstana";"present";NA;NA;"proximity / similarity"
"narody Severnoj Indii";"""racial type"" / rasovyj tip / rasa";"398906";"1972_6";"Groups";"present";NA;NA;"proximity / similarity"
"narody Afganistana";"""racial type"" / rasovyj tip / rasa";"398906";"1972_6";"Groups in Afghanistan";"present";NA;NA;"proximity / similarity"
"turkmeny";"""racial type"" / rasovyj tip / rasa";"398906";"1972_6";"Central Asian titular nations";"present";NA;NA;"proximity / similarity"
"uzbeki";"""racial type"" / rasovyj tip / rasa";"398906";"1972_6";"Central Asian titular nations";"present";NA;NA;"proximity / similarity"
"narody Irana / peoples of Iran";"""racial type"" / rasovyj tip / rasa";"398906";"1972_6";"Groups in Iran";"present";NA;NA;"proximity / similarity"
"Northern Afghanistan";"transportation";"400616";"1979_2";"Afghanistan";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Northern Afghanistan";"use of specific tools or methods";"400616";"1979_2";"Afghanistan";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tjurki-barlacy Surkhandar'inskoj oblasti Uzbekistana";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"40131";"1960_1";"tjurki";NA;NA;NA;"contact / connection (interpersonal, interethnic,...)"
"Pakistan";"transportation";"402097";"1979_2";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Pakistan";"use of specific tools or methods";"402097";"1979_2";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Nepal";"transportation";"402097";"1979_2";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Nepal";"use of specific tools or methods";"402097";"1979_2";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Afghanistan";"transportation";"402097";"1979_2";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"Afghanistan";"use of specific tools or methods";"402097";"1979_2";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tjurki-barlacy Surkhandar'inskoj oblasti Uzbekistana";"language / spoken (incl. dialects)";"40222";"1960_1";"tjurki";NA;NA;NA;"proximity / similarity"
"tjurkskie narody Srednej Azii i Kazakhstana";"folklore (incl. pesni / poslovica / pogovorki)";"403041";"1986_4";"tjurki";"present";"Factual Statement by Author";NA;"proximity / similarity"
"zemledel'cheskie narody Srednej i Perednej Azii";"use of specific tools or methods";"405917";"1971_5";"Groups";"past";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"zemledel'cheskie narody Srednej i Perednej Azii";"use of specific tools or methods";"405917";"1971_5";"Groups";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"zemledel'cheskie narody Srednej i Perednej Azii";"religion / spirituality (pre-Muslim)";"405917";"1971_5";"Groups";"past";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"zemledel'cheskie narody Srednej i Perednej Azii";"religion / spirituality (pre-Muslim)";"405917";"1971_5";"Groups";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"zemledel'cheskie narody Srednej i Perednej Azii";"zemledelie / sel'skoe khosjajstvo / agriculture";"405917";"1971_5";"Groups";"past";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"zemledel'cheskie narody Srednej i Perednej Azii";"zemledelie / sel'skoe khosjajstvo / agriculture";"405917";"1971_5";"Groups";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"zemledel'cheskie narody Srednej i Perednej Azii";"perezhitki / survivals";"405917";"1971_5";"Groups";"past";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"zemledel'cheskie narody Srednej i Perednej Azii";"perezhitki / survivals";"405917";"1971_5";"Groups";"present";"Factual Statement by Author";"Continuity";"contact / connection (interpersonal, interethnic,...)"
"iranskie narody / Iranian peoples";"verovanija / mify / beliefs / myths";"408361";"1970_3";"Groups in Iran";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"iranskie narody / Iranian peoples";"perezhitki / survivals";"408361";"1970_3";"Groups in Iran";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"Central Asia / Srednjaja Azija";"verovanija / mify / beliefs / myths";"408361";"1970_3";"Locations";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"Central Asia / Srednjaja Azija";"perezhitki / survivals";"408361";"1970_3";"Locations";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"kirgizy Karategina";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"influence"
"kirgizy Karategina";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy Karategina";"skotovodstvo / zhivotnovodstvo / animal husbandry";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"influence"
"kirgizy Karategina";"skotovodstvo / zhivotnovodstvo / animal husbandry";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy Karategina";"zemledelie / sel'skoe khosjajstvo / agriculture";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"influence"
"kirgizy Karategina";"zemledelie / sel'skoe khosjajstvo / agriculture";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy Dzhirgatal'skogo rajona Tadzhikskoj SSR";"material'naja kul'tura / material culture";"409040";"1984_4";"kirgizy";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"kirgizy Dzhirgatal'skogo rajona Tadzhikskoj SSR";"housing / architecture / zhilisshe";"409040";"1984_4";"kirgizy";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Dzharkutan";"craniological features";"414032";"1978_5";"Historical locations";NA;"Factual Statement by Author";NA;"difference"
"narody Srednej Azii";"folklore (incl. pesni / poslovica / pogovorki)";"418418";"1964-6";"narody Srednej Azii i Kazakhstana";NA;NA;NA;"proximity / similarity"
"Soviet Union";"byt / bytovyj uklad / every-day life practices";"419734";"1954_3";"Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Soviet Union";"family structure / semejnye otnoshenija";"419734";"1954_3";"Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Soviet Union";"soznanije / consciousness";"419734";"1954_3";"Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"tjurki-kal'ta-tai bass. Khanaka-Dar'i, Karatag-Dar'i, Surkhana";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"42192";"1960_1";"tjurki";NA;"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"tjurki";"identity / self-description / samonazvanie / samosoznanie";"422608";"1954_3";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"uzbeki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"422952";"1954_3";"Central Asian titular nations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"influence"
"tjurki-kal'ta-tai bass. Khanaka-Dar'i, Karatag-Dar'i, Surkhana";"language / spoken (incl. dialects)";"42307";"1960_1";"tjurki";"past";"Factual Statement by Author";NA;"proximity / similarity"
"Central Asia / Srednjaja Azija";"medicine / healthcare / health";"423152";"1984_3";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"child birth / obychai i obrjady svjazannye s rozhdeniem";"423152";"1984_3";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"magicheskie obrjady / praktiki / magic rites / practices";"423152";"1984_3";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"tjurkojazychnye narody";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"423316";"1954_3";"tjurki";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"influence"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"42925";"1982_1";"Central Asian titular nations";"present";NA;NA;"proximity / similarity"
"khazarejcy";"identity / self-description / samonazvanie / samosoznanie";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"language / spoken (incl. dialects)";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"zemledelie / sel'skoe khosjajstvo / agriculture";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"navyki (incl.  trudovye navyki) / skills / habits";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"byt / bytovyj uklad / every-day life practices";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"karakalpaki";"weddings / svadebnye obychai i obrjady / kalym";"43187";"1962_6";"Groups";"present";"Factual Statement by Author";NA;NA
"karakalpaki";"perezhitki / survivals";"43187";"1962_6";"Groups";"present";"Factual Statement by Author";NA;NA
"turkmeny";"weddings / svadebnye obychai i obrjady / kalym";"43187";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"turkmeny";"perezhitki / survivals";"43187";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"uzbeki";"zemledelie / sel'skoe khosjajstvo / agriculture";"434848";"1961_3";"Central Asian titular nations";"present";"Literature Review";NA;"proximity / similarity"
"turkmeny";"zemledelie / sel'skoe khosjajstvo / agriculture";"434848";"1961_3";"Central Asian titular nations";"present";"Literature Review";NA;"proximity / similarity"
"tjurki-musa-bazari bassejna Khanaka-Dar'i k Karatag-Dar'i";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"43627";"1960_1";"tjurki";"present";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"chernjakhovskie ukraincy";"housing / architecture / zhilisshe";"436374";"1962_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tjurki-musa-bazari bassejna Khanaka-Dar'i k Karatag-Dar'i";"language / spoken (incl. dialects)";"43732";"1960_1";"tjurki";"present";"Factual Statement by Author";NA;"proximity / similarity"
"Soviet Union";"family structure / semejnye otnoshenija";"44771";"1956_3";"Locations";"past: early Soviet";"Factual Statement by Author";NA;"difference"
"narody Srednej Azii";"family structure / semejnye otnoshenija";"44771";"1956_3";"narody Srednej Azii i Kazakhstana";"past: early Soviet";"Factual Statement by Author";NA;"difference"
"Russians in Central Asia";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"450350";"1955_4";"russkij narod / Russians";NA;"Factual Statement by Author";NA;"influence"
"Russians in Central Asia";"byt / bytovyj uklad / every-day life practices";"450350";"1955_4";"russkij narod / Russians";NA;"Factual Statement by Author";NA;"influence"
"tatary v Srednej Azii";"byt / bytovyj uklad / every-day life practices";"450379";"1955_4";"tatary";NA;"Factual Statement by Author";NA;"influence"
"tatary v Srednej Azii";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"450379";"1955_4";"tatary";NA;"Factual Statement by Author";NA;"influence"
"uzbeki";"identity / self-description / samonazvanie / samosoznanie";"451374";"1988_6";"Central Asian titular nations";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"sarty / Sarts";"identity / self-description / samonazvanie / samosoznanie";"451374";"1988_6";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"mogoly";"khozjajstvo / economy";"455790";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"mogoly";"khozjajstvo / economy";"455790";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"influence"
"mogoly";"byt / bytovyj uklad / every-day life practices";"455790";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"mogoly";"byt / bytovyj uklad / every-day life practices";"455790";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"influence"
"mogoly";"zemledelie / sel'skoe khosjajstvo / agriculture";"455790";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"mogoly";"zemledelie / sel'skoe khosjajstvo / agriculture";"455790";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"influence"
"mogoly";"use of specific tools or methods";"455790";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"mogoly";"use of specific tools or methods";"455790";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"influence"
"mogoly";"zemledelie / sel'skoe khosjajstvo / agriculture";"456084";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"difference"
"mogoly";"use of specific tools or methods";"456084";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"difference"
"mogoly";"remeslo / craft / handicraft";"456084";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"difference"
"mogoly";"settlements / raspolozhenie poselenij";"456084";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"difference"
"mogoly";"housing / architecture / zhilisshe";"456084";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"difference"
"mogoly";"family structure / semejnye otnoshenija";"456084";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"difference"
"mogoly";"language / spoken (incl. dialects)";"456084";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"difference"
"mogoly";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"456084";"1973_4";"Groups";NA;"Factual Statement by Author";NA;"difference"
"Chitral";"housing / architecture / zhilisshe";"456231";"1955_4";"Pakistan";"past";"Factual Statement by Author";NA;"proximity / similarity"
"Gruzija / Georgia";"housing / architecture / zhilisshe";"456231";"1955_4";"Locations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"East Turkestan (Chinese)";"housing / architecture / zhilisshe";"456231";"1955_4";"Locations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"Central Asia / Srednjaja Azija";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"458720";"1957_2";"Locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"mogoly";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"458720";"1957_2";"Groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"drevnjaja India";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"458720";"1957_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"Uzbekistan / Uzbekskaja SSR";"clothing";"460438";"1955_4";"Locations";NA;"Factual Statement by Author";NA;"proximity / similarity"
"narody Srednej Azii";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"460662";"1957_2";"narody Srednej Azii i Kazakhstana";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Central Asia / Srednjaja Azija";"art / painting / zhivopis' / iskusstvo";"461252";"1957_2";"Locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"Ancient Greece / Hellenic world";"art / painting / zhivopis' / iskusstvo";"461252";"1957_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"Japan";"art / painting / zhivopis' / iskusstvo";"461619";"1957_2";"Locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"China";"art / painting / zhivopis' / iskusstvo";"461742";"1957_2";"Locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"Samarkand";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"462046";"1957_2";"Uzbekistan / Uzbekskaja SSR";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"drevnjaja India";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"462046";"1957_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"China";"remeslo / craft / handicraft";"462438";"1957_2";"Locations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"influence"
"Eastern and Central regions of Uzbekistan";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"46310";"1962_6";"Uzbekistan / Uzbekskaja SSR";"present";"Factual Statement by Author";"Continuity";NA
"narody Srednej Azii";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"464008";"1957_2";"narody Srednej Azii i Kazakhstana";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"narody Srednej Azii";"religious architecture / Mosque / Mazar";"464218";"1957_2";"narody Srednej Azii i Kazakhstana";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"knowledge exchange"
"narody Srednej Azii";"art / painting / zhivopis' / iskusstvo";"464218";"1957_2";"narody Srednej Azii i Kazakhstana";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"knowledge exchange"
"narody Srednej Azii";"education";"464218";"1957_2";"narody Srednej Azii i Kazakhstana";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"knowledge exchange"
"kirgizy Dzhirgatal'skogo rajona Tadzhikskoj SSR";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"468146";"1955_4";"kirgizy";"present";"Factual Statement by Author";"Rupture";"contact / connection (interpersonal, interethnic,...)"
"Soviet Union";"family structure / semejnye otnoshenija";"46897";"1982_3";"Locations";"past: early Soviet";"Factual Statement by Author";NA;NA
"Soviet Union";"gender relations / polozhenie zhensshiny";"46897";"1982_3";"Locations";"past: early Soviet";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"music";"469240";"1957_2";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"drevnjaja India";"music";"469240";"1957_2";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
