"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation"
"uzbeki";"archaic / arkhaichno";"357259";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"kazakhi";"matriarchal";"357259";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"kazakhi";"archaic / arkhaichno";"357259";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"kirgizy";"matriarchal";"357259";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"kirgizy";"archaic / arkhaichno";"357259";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"ravninnye tadzhiki Fergany / plainlands Tajiks of Ferghana";"traditional / narodnyj / nacional'nyj";"357722";"1963_5";"ravninnye tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"ravninnye tadzhiki Fergany / plainlands Tajiks of Ferghana";"archaic / arkhaichno";"357722";"1963_5";"ravninnye tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"ravninnye tadzhiki Fergany / plainlands Tajiks of Ferghana";"Muslim";"357722";"1963_5";"ravninnye tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"ravninnye tadzhiki Fergany / plainlands Tajiks of Ferghana";"collectivist";"357722";"1963_5";"ravninnye tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"Historical Northern Tajikistan (Sogd + Ferghana)";"traditional / narodnyj / nacional'nyj";"357722";"1963_5";"Historical locations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"Historical Northern Tajikistan (Sogd + Ferghana)";"archaic / arkhaichno";"357722";"1963_5";"Historical locations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"Historical Northern Tajikistan (Sogd + Ferghana)";"Muslim";"357722";"1963_5";"Historical locations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"Historical Northern Tajikistan (Sogd + Ferghana)";"collectivist";"357722";"1963_5";"Historical locations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"Sogd";"traditional / narodnyj / nacional'nyj";"357722";"1963_5";"Historical Northern Tajikistan (Sogd + Ferghana)";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"Sogd";"archaic / arkhaichno";"357722";"1963_5";"Historical Northern Tajikistan (Sogd + Ferghana)";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"Sogd";"Muslim";"357722";"1963_5";"Historical Northern Tajikistan (Sogd + Ferghana)";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"Sogd";"collectivist";"357722";"1963_5";"Historical Northern Tajikistan (Sogd + Ferghana)";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"uzbeki";"traditional / narodnyj / nacional'nyj";"357722";"1963_5";"Central Asian titular nations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"uzbeki";"archaic / arkhaichno";"357722";"1963_5";"Central Asian titular nations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"uzbeki";"Muslim";"357722";"1963_5";"Central Asian titular nations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"uzbeki";"collectivist";"357722";"1963_5";"Central Asian titular nations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity"
"tadzhiki";"intelligent / smart";"358626";"1959_2";"Groups";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"intelligent / smart";"358626";"1959_2";"Groups";NA;"Literature Review";NA
"turkmeny";"matriarchal";"358678";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"turkmeny";"archaic / arkhaichno";"358678";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"uzbeki";"matriarchal";"358678";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"uzbeki";"archaic / arkhaichno";"358678";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"kirgizy";"matriarchal";"358678";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"kirgizy";"archaic / arkhaichno";"358678";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"matriarchal";"358678";"1967_5";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"archaic / arkhaichno";"358678";"1967_5";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Sogd";"zoroastrijskij / Zoroastrian";"358697";"1963_5";"Historical Northern Tajikistan (Sogd + Ferghana)";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"ustoichivo / stable";"358754";"1979_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"kazakhi";"matriarchal";"359803";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"matriarchal";"359803";"1967_5";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"kirgizy";"matriarchal";"359803";"1967_5";"Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Darvaz";"atheist / non-spiritual / materialist";"360108";"1964_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Darvaz";"peaceful";"363895";"1964_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"Darvaz";"educated";"363895";"1964_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"Darvaz";"atheist / non-spiritual / materialist";"363895";"1964_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"Darvaz";"loyal / trustworthy";"363895";"1964_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";NA
"tadzhiki";"Muslim";"367894";"1985_6";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki";"patriarchal";"367894";"1985_6";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki";"unequal";"367894";"1985_6";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki";"religious";"367894";"1985_6";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"uzbeki Surkhandar'inskoj oblasti";"developed / razvito";"368841";"1970_2";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Surkhandar'inskoj oblasti (Uzbekistan)";"developed / razvito";"368841";"1970_2";"Tajiks outside the Tajik SSR";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki";"ustoichivo / stable";"369983";"1971_6";"Groups";"present";"Factual Statement by Author";"Continuity"
"juzhnye tadzhiki / Southern Tajikistan Tajiks";"unique / locally specific / svoeobraznyj / samobytnyj";"377046";"1983_3";"tadzhiki";NA;"Factual Statement by Author";NA
"kazakhi";"changing / in a process of change";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA
"turkmeny";"changing / in a process of change";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA
"tadzhiki";"changing / in a process of change";"37827";"1977_6";"Groups";"present";NA;NA
"kirgizy";"changing / in a process of change";"37827";"1977_6";"Central Asian titular nations";"present";NA;NA
"Lithuania";"changing / in a process of change";"37827";"1977_6";"Locations";"present";NA;NA
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"developed / razvito";"379066";"1955_4";"Groups";"past: pre-Soviet";NA;NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"primitive / primitivno";"379105";"1955_4";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Literature Review";NA
"uzbeki";"avtokhtonno / autochthonous";"388750";"1983_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"tadzhiki";"avtokhtonno / autochthonous";"388750";"1983_3";"Groups";NA;"Factual Statement by Author";NA
"turkmeny";"avtokhtonno / autochthonous";"388750";"1983_3";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"tadzhiki";"mixed / coexisting";"39263";"1961_4";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"progressive / progressivnyj";"39263";"1961_4";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"changing / in a process of change";"39263";"1961_4";"Groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"mixed / coexisting";"39263";"1961_4";"Pamiri groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"progressive / progressivnyj";"39263";"1961_4";"Pamiri groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"changing / in a process of change";"39263";"1961_4";"Pamiri groups";"present";"Factual Statement by Author";NA
"jagnobcy / Yaghnobis";"mixed / coexisting";"39263";"1961_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"jagnobcy / Yaghnobis";"progressive / progressivnyj";"39263";"1961_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"jagnobcy / Yaghnobis";"changing / in a process of change";"39263";"1961_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"Western Pamirs / Sapadnyj Pamir";"traditional / narodnyj / nacional'nyj";"393800";"1970_3";"Pamir";"past";"Factual Statement by Author";"Continuity"
"Western Pamirs / Sapadnyj Pamir";"isolated / otdalennyj / trudnodostupnyj";"393800";"1970_3";"Pamir";"past";"Factual Statement by Author";"Continuity"
"Western Pamirs / Sapadnyj Pamir";"unique / locally specific / svoeobraznyj / samobytnyj";"393800";"1970_3";"Pamir";"past";"Factual Statement by Author";"Continuity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"traditional / narodnyj / nacional'nyj";"393800";"1970_3";"Pamir";"past";"Factual Statement by Author";"Continuity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"isolated / otdalennyj / trudnodostupnyj";"393800";"1970_3";"Pamir";"past";"Factual Statement by Author";"Continuity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"unique / locally specific / svoeobraznyj / samobytnyj";"393800";"1970_3";"Pamir";"past";"Factual Statement by Author";"Continuity"
"pripamirskie narodnosti / narody / pripamircy";"unique / locally specific / svoeobraznyj / samobytnyj";"394282";"1970_3";"Pamiri groups";"present";"Factual Statement by Author";NA
"tadzhikojazychnoe naselenie";"unique / locally specific / svoeobraznyj / samobytnyj";"394282";"1970_3";"Groups";"present";"Factual Statement by Author";NA
"naselenie / zhiteli Sapadnogo Pamira";"Muslim";"394424";"1970_3";"Pamiri groups";"present";"Factual Statement by Author";"Continuity"
"pripamirskie rajony / Pripamir'e";"archaic / arkhaichno";"399735";"1969_3";"Pamir";"present";"Factual Statement by Author";NA
"pamirskie tadzhiki Ishkashima";"traditional / narodnyj / nacional'nyj";"403250";"1979_2";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pamirskie tadzhiki Vakhana";"traditional / narodnyj / nacional'nyj";"403250";"1979_2";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pamirskie tadzhiki Shugnana";"traditional / narodnyj / nacional'nyj";"403250";"1979_2";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pamirskie tadzhiki Gorona";"traditional / narodnyj / nacional'nyj";"403250";"1979_2";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pamirskie tadzhiki Jazgulema";"traditional / narodnyj / nacional'nyj";"403250";"1979_2";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pamirskie tadzhiki Rushana";"traditional / narodnyj / nacional'nyj";"403250";"1979_2";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"Western Pamirs / Sapadnyj Pamir";"isolated / otdalennyj / trudnodostupnyj";"405267";"1971_5";"Pamir";"past: pre-Soviet";"Factual Statement by Author";NA
"Western Pamirs / Sapadnyj Pamir";"otstalyj / backward";"405267";"1971_5";"Pamir";"past: pre-Soviet";"Factual Statement by Author";NA
"Vakhan";"isolated / otdalennyj / trudnodostupnyj";"405267";"1971_5";"Pamir";"past: pre-Soviet";"Factual Statement by Author";NA
"Vakhan";"otstalyj / backward";"405267";"1971_5";"Pamir";"past: pre-Soviet";"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"isolated / otdalennyj / trudnodostupnyj";"405267";"1971_5";"Pamir";"past: pre-Soviet";"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"otstalyj / backward";"405267";"1971_5";"Pamir";"past: pre-Soviet";"Factual Statement by Author";NA
"pamirskie tadzhiki Rushana";"traditional / narodnyj / nacional'nyj";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Rushana";"diverse / mnogoobrazno";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Shugnana";"traditional / narodnyj / nacional'nyj";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Shugnana";"diverse / mnogoobrazno";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Ishkashima";"traditional / narodnyj / nacional'nyj";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Ishkashima";"diverse / mnogoobrazno";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Vakhana";"traditional / narodnyj / nacional'nyj";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Vakhana";"diverse / mnogoobrazno";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki";"traditional / narodnyj / nacional'nyj";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki";"diverse / mnogoobrazno";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Jazgulema";"traditional / narodnyj / nacional'nyj";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Jazgulema";"diverse / mnogoobrazno";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Gorona";"traditional / narodnyj / nacional'nyj";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie tadzhiki Gorona";"diverse / mnogoobrazno";"405765";"1979_2";"Pamiri groups";NA;"Factual Statement by Author";NA
"tadzhikojazychnoe naselenie Badakhshana";"atheist / non-spiritual / materialist";"406637";"1970_3";"Pamiri groups";"present";"Factual Statement by Author";NA
"Historical Northern Tajikistan (Sogd + Ferghana)";"changing / in a process of change";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Historical Southern Tajikistan (Baktria / Tokharistan)";"changing / in a process of change";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"tadzhiki";"modern / sovremennyj";"408022";"1964-6";"Groups";"present";NA;NA
"Tajikistan / TadzhSSR";"kul'turno / cultured";"411307";"1964-6";"Locations";"present";NA;NA
"tadzhiki Vakhio";"inhospitable / adverse conditions";"417025";"1954_3";"groups in mountainous regions";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"tadzhiki doliny Jakh-su";"inhospitable / adverse conditions";"417025";"1954_3";"groups in mountainous regions";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity"
"Karategin";"feudal";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Karategin";"suppressed / ugnetennyj / exploited / exploitative";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"vostochnaja chast' Bukharskogo khanstva";"feudal";"419213";"1954_3";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"vostochnaja chast' Bukharskogo khanstva";"suppressed / ugnetennyj / exploited / exploitative";"419213";"1954_3";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"feudal";"419213";"1954_3";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"suppressed / ugnetennyj / exploited / exploitative";"419213";"1954_3";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"changing / in a process of change";"419541";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"zadavlenno nuzhdoj / poverty-stricken";"419638";"1954_3";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"temno / dark";"419638";"1954_3";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"zabito / battered";"419638";"1954_3";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"zadavlenno social'noj prinizhennost'ju / socially disadvantaged";"419638";"1954_3";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"soznatel'no / class-conscious";"419734";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"kul'turno / cultured";"419734";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Karategin";"soznatel'no / class-conscious";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Karategin";"kul'turno / cultured";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Soviet Union";"soznatel'no / class-conscious";"419734";"1954_3";"Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"Soviet Union";"kul'turno / cultured";"419734";"1954_3";"Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture"
"gornye tadzhiki";"modern / sovremennyj";"419785";"1954_3";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture"
"gornye tadzhiki";"obespechenno (material'noe blagosostojanie) / well off";"419785";"1954_3";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture"
"gornye tadzhiki";"changing / in a process of change";"419785";"1954_3";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture"
"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"modern / sovremennyj";"419785";"1954_3";"plainland regions Southern Tajikistan";"present";"Factual Statement by Author";"Rupture"
"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"obespechenno (material'noe blagosostojanie) / well off";"419785";"1954_3";"plainland regions Southern Tajikistan";"present";"Factual Statement by Author";"Rupture"
"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"changing / in a process of change";"419785";"1954_3";"plainland regions Southern Tajikistan";"present";"Factual Statement by Author";"Rupture"
"kochevoe naselenie Tadzhikistana";"developed / razvito";"420637";"1958_6";"Groups";"past";"Literature Review";NA
"kochevoe naselenie Tadzhikistana";"developed / razvito";"420637";"1958_6";"Groups";"past";"Correction of cited research or literature";NA
"kochevoe naselenie Tadzhikistana";"kul'turno / cultured";"420637";"1958_6";"Groups";"past";"Literature Review";NA
"kochevoe naselenie Tadzhikistana";"kul'turno / cultured";"420637";"1958_6";"Groups";"past";"Correction of cited research or literature";NA
"tadzhiki verkhov'ev Zeravshana";"atheist / non-spiritual / materialist";"422071";"1984_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"atheist / non-spiritual / materialist";"422071";"1984_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"superstitious";"422071";"1984_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"superstitious";"422071";"1984_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"changing / in a process of change";"422071";"1984_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"changing / in a process of change";"422071";"1984_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"Gissar";"primitive / primitivno";"422724";"1957_1";"Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA
"Gissar";"poor / impoverished";"422724";"1957_1";"Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA
"Gissar";"unique / locally specific / svoeobraznyj / samobytnyj";"422724";"1957_1";"Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA
"vostochnaja chast' Bukharskogo khanstva";"primitive / primitivno";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";NA;NA
"vostochnaja chast' Bukharskogo khanstva";"poor / impoverished";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";NA;NA
"vostochnaja chast' Bukharskogo khanstva";"unique / locally specific / svoeobraznyj / samobytnyj";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";NA;NA
"Kuljabskaja oblast' / Kuljab";"primitive / primitivno";"422724";"1957_1";"Southern Tajikistan";"past: pre-Soviet";NA;NA
"Kuljabskaja oblast' / Kuljab";"poor / impoverished";"422724";"1957_1";"Southern Tajikistan";"past: pre-Soviet";NA;NA
"Kuljabskaja oblast' / Kuljab";"unique / locally specific / svoeobraznyj / samobytnyj";"422724";"1957_1";"Southern Tajikistan";"past: pre-Soviet";NA;NA
"Central Asia / Srednjaja Azija";"otstalyj / backward";"423152";"1984_3";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA
"Central Asia / Srednjaja Azija";"unhealthy";"423152";"1984_3";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki";"otstalyj / backward";"423152";"1984_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki";"unhealthy";"423152";"1984_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"rabochie-tadzhiki Leninabadskogo shelkovogo kombinata";"obespechenno (material'noe blagosostojanie) / well off";"426077";"1954_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"rabochie-tadzhiki Leninabadskogo shelkovogo kombinata";"progressive / peredovyj / novyj / efficient";"426077";"1954_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"turkmeny";"flawed / in need of improvement";"43187";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"turkmeny";"regressive / reactionary";"43187";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"karakalpaki";"flawed / in need of improvement";"43187";"1962_6";"Groups";"present";"Factual Statement by Author";NA
"karakalpaki";"regressive / reactionary";"43187";"1962_6";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki-matchincy v Dal'verzinskoj stepi";"flawed / in need of improvement";"43187";"1962_6";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki-matchincy v Dal'verzinskoj stepi";"regressive / reactionary";"43187";"1962_6";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"gornye tadzhiki";"suppressed / ugnetennyj / exploited / exploitative";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA
"gornye tadzhiki";"suppressed / ugnetennyj / exploited / exploitative";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"unequal";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA
"gornye tadzhiki";"unequal";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gornye tadzhiki";"patriarchal";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA
"gornye tadzhiki";"patriarchal";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"patriarchal";"43355";"1982_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki";"feudal";"43355";"1982_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"inhospitable / adverse conditions";"43373";"1964_1";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"underdeveloped (economy)";"43373";"1964_1";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"prisyrdar'inskie rajony";"developed / razvito";"43508";"1964_1";"Northern Tajikistan";"present";"Factual Statement by Author";NA
"prisyrdar'inskie rajony";"developed / razvito";"43508";"1964_1";"Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"prisyrdar'inskie rajony";"traditional / narodnyj / nacional'nyj";"43508";"1964_1";"Northern Tajikistan";"present";"Factual Statement by Author";NA
"prisyrdar'inskie rajony";"traditional / narodnyj / nacional'nyj";"43508";"1964_1";"Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"developed / razvito";"43508";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"developed / razvito";"43508";"1964_1";"groups in mountainous regions";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"traditional / narodnyj / nacional'nyj";"43508";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA
