"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"395804";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"395804";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"narody Severo-Zapadnoj Indii";"tadzhiki";"396379";"1972_6";"Groups, Groups";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Severo-Zapadnoj Indii";"narody Srednej Azii";"396379";"1972_6";"Groups, narody Srednej Azii i Kazakhstana";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"396691";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"language / terminology";"difference"
"Northern Tajikistan";"Southern Tajikistan";"396691";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Northern Tajikistan";"Southern Tajikistan";"397017";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;NA;NA;"language / terminology";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"397017";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;NA;NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"397138";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"language / terminology";"difference"
"Northern Tajikistan";"Southern Tajikistan";"397138";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"397924";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"397924";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"difference"
"turkmeny";"uzbeki";"398906";"1972_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Afganistana";"uzbeki";"398906";"1972_6";"Groups in Afghanistan, Central Asian titular nations";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Afganistana";"tadzhiki";"398906";"1972_6";"Groups in Afghanistan, Groups";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Afganistana";"narody Irana / peoples of Iran";"398906";"1972_6";"Groups in Afghanistan, Groups in Iran";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Afganistana";"narody Severnoj Indii";"398906";"1972_6";"Groups in Afghanistan, Groups";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Severnoj Indii";"tadzhiki";"398906";"1972_6";"Groups, Groups";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Irana / peoples of Iran";"narody Severnoj Indii";"398906";"1972_6";"Groups in Iran, Groups";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"399904";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"399904";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"400547";"1971_5";"tadzhiki, Pamir groups";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"400547";"1971_5";"tadzhiki, Pamir groups";"present";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki Jagnoba / Tajiks of Yaghnob";"400547";"1971_5";"tadzhiki, gornye tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki Jagnoba / Tajiks of Yaghnob";"400547";"1971_5";"tadzhiki, gornye tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"tadzhiki, tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"tadzhiki, tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"proximity / similarity"
"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"tadzhiki Jagnoba / Tajiks of Yaghnob";"400547";"1971_5";"Pamir groups, gornye tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"tadzhiki Jagnoba / Tajiks of Yaghnob";"400547";"1971_5";"Pamir groups, gornye tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"proximity / similarity"
"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"Pamir groups, tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"Pamir groups, tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"proximity / similarity"
"tadzhiki Jagnoba / Tajiks of Yaghnob";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"gornye tadzhiki, tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki Jagnoba / Tajiks of Yaghnob";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"gornye tadzhiki, tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"401850";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"language / terminology";"difference"
"Northern Tajikistan";"Southern Tajikistan";"401850";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Nepal";"Shugnan";"402097";"1979_2";"Locations, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Nepal";"Shugnan";"402097";"1979_2";"Locations, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Nepal";"Rushan / Rushon";"402097";"1979_2";"Locations, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Nepal";"Rushan / Rushon";"402097";"1979_2";"Locations, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Nepal";"Vakhan";"402097";"1979_2";"Locations, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Nepal";"Vakhan";"402097";"1979_2";"Locations, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Afghanistan";"Nepal";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Afghanistan";"Nepal";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Nepal";"Pakistan";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Nepal";"Pakistan";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Rushan / Rushon";"Shugnan";"402097";"1979_2";"Pamir, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Rushan / Rushon";"Shugnan";"402097";"1979_2";"Pamir, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Shugnan";"Vakhan";"402097";"1979_2";"Pamir, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Shugnan";"Vakhan";"402097";"1979_2";"Pamir, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"dolina r. Khuf / Khuf";"Rushan / Rushon";"402097";"1979_2";"pripamirskie rajony / Pripamir', Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"dolina r. Khuf / Khuf";"Rushan / Rushon";"402097";"1979_2";"pripamirskie rajony / Pripamir', Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"dolina r. Khuf / Khuf";"Vakhan";"402097";"1979_2";"pripamirskie rajony / Pripamir', Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"dolina r. Khuf / Khuf";"Vakhan";"402097";"1979_2";"pripamirskie rajony / Pripamir', Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"dolina r. Khuf / Khuf";"Ishkashim / Ishkashimskij rajon";"402097";"1979_2";"pripamirskie rajony / Pripamir', Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"dolina r. Khuf / Khuf";"Ishkashim / Ishkashimskij rajon";"402097";"1979_2";"pripamirskie rajony / Pripamir', Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"dolina r. Khuf / Khuf";"Pakistan";"402097";"1979_2";"pripamirskie rajony / Pripamir', Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"dolina r. Khuf / Khuf";"Pakistan";"402097";"1979_2";"pripamirskie rajony / Pripamir', Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Rushan / Rushon";"Vakhan";"402097";"1979_2";"Pamir, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Rushan / Rushon";"Vakhan";"402097";"1979_2";"Pamir, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Bartang";"Vakhan";"402097";"1979_2";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Bartang";"Vakhan";"402097";"1979_2";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Vakhan";"402097";"1979_2";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Vakhan";"402097";"1979_2";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Bartang";"Ishkashim / Ishkashimskij rajon";"402097";"1979_2";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Bartang";"Ishkashim / Ishkashimskij rajon";"402097";"1979_2";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Bartang";"Pakistan";"402097";"1979_2";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Bartang";"Pakistan";"402097";"1979_2";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Pakistan";"402097";"1979_2";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Pakistan";"402097";"1979_2";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Afghanistan";"Pakistan";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Afghanistan";"Pakistan";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"tadzhiki";"tjurki-barlacy Surkhandar'inskoj oblasti Uzbekistana";"40222";"1960_1";"Groups, tjurki";NA;NA;NA;"language / spoken (incl. dialects)";"proximity / similarity"
"oblasti k jugu i vostoku ot Gissarskogo khrebta";"oblasti k severu i zapadu ot Gissarskogo khrebta";"403149";"1969_3";"Southern Tajikistan, Northern Tajikistan";"present";"Factual Statement by Author";NA;"language / terminology";"difference"
"oblasti k jugu i vostoku ot Gissarskogo khrebta";"oblasti k severu i zapadu ot Gissarskogo khrebta";"403149";"1969_3";"Southern Tajikistan, Northern Tajikistan";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Shugnana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Shugnana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Rushana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Rushana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Jazgulema";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Jazgulema";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Vakhana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Vakhana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Jazgulema";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Jazgulema";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Shugnana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Shugnana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Shugnana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Shugnana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Shugnana";"pamirskie tadzhiki Vakhana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Shugnana";"pamirskie tadzhiki Vakhana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Shugnana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Shugnana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Vakhana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Vakhana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Rushana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Rushana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Ishkashima";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Ishkashima";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Vakhana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Vakhana";"403250";"1979_2";"Pamir groups, Pamir groups";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Vakhan";"405267";"1971_5";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";NA
"Ishkashim / Ishkashimskij rajon";"Vakhan";"405267";"1971_5";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";NA
"Ishkashim / Ishkashimskij rajon";"Western Pamirs / Sapadnyj Pamir";"405267";"1971_5";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";NA
"Ishkashim / Ishkashimskij rajon";"Western Pamirs / Sapadnyj Pamir";"405267";"1971_5";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";NA
"Vakhan";"Western Pamirs / Sapadnyj Pamir";"405267";"1971_5";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";NA
"Vakhan";"Western Pamirs / Sapadnyj Pamir";"405267";"1971_5";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";NA
"oblasti k jugu i vostoku ot Gissarskogo khrebta";"oblasti k severu i zapadu ot Gissarskogo khrebta";"405461";"1969_3";"Southern Tajikistan, Northern Tajikistan";"present";"Factual Statement by Author";NA;"language / terminology";"difference"
"oblasti k jugu i vostoku ot Gissarskogo khrebta";"oblasti k severu i zapadu ot Gissarskogo khrebta";"405461";"1969_3";"Southern Tajikistan, Northern Tajikistan";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Shugnana";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Shugnana";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Gorona";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Gorona";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
