"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"ravninnye tadzhiki";"byt / bytovyj uklad / every-day life practices";"426328";"1959_6";"groups in plainland regions";"past: pre-Soviet";"Literature Review";NA;"proximity / similarity"
"ravninnye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"426328";"1959_6";"groups in plainland regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"ravninnye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"426328";"1959_6";"groups in plainland regions";"past: pre-Soviet";"Literature Review";NA;"proximity / similarity"
"gornye tadzhiki";"family structure / semejnye otnoshenija";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"family structure / semejnye otnoshenija";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA;"difference"
"gornye tadzhiki";"stage of development";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"stage of development";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA;"difference"
"gornye tadzhiki";"mode of production / khozjajsvennyj uklad / economic system";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"mode of production / khozjajsvennyj uklad / economic system";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"family structure / semejnye otnoshenija";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"family structure / semejnye otnoshenija";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Literature Review";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"stage of development";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"stage of development";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Literature Review";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"mode of production / khozjajsvennyj uklad / economic system";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"mode of production / khozjajsvennyj uklad / economic system";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Literature Review";NA;"difference"
"Northern Tajikistan";"housing / architecture / zhilisshe";"429172";"1957_1";"Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"difference"
"Southern Tajikistan";"housing / architecture / zhilisshe";"429172";"1957_1";"Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"difference"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"42925";"1982_1";"Groups";"present";NA;NA;"proximity / similarity"
"tadzhiki";"identity / self-description / samonazvanie / samosoznanie";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"language / spoken (incl. dialects)";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"navyki (incl.  trudovye navyki) / skills / habits";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"byt / bytovyj uklad / every-day life practices";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki-matchincy v Dal'verzinskoj stepi";"weddings / svadebnye obychai i obrjady / kalym";"43187";"1962_6";"groups in mountainous regions";"present";"Factual Statement by Author";NA;NA
"tadzhiki-matchincy v Dal'verzinskoj stepi";"perezhitki / survivals";"43187";"1962_6";"groups in mountainous regions";"present";"Factual Statement by Author";NA;NA
"gornye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"gornye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA;NA
"tadzhiki";"family structure / semejnye otnoshenija";"43355";"1982_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"tadzhiki";"gender relations / polozhenie zhensshiny";"43355";"1982_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"tadzhiki Nuratinskogo khrebta";"zemledelie / sel'skoe khosjajstvo / agriculture";"43373";"1964_1";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA;NA
"tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"434848";"1961_3";"Groups";"present";"Literature Review";NA;"proximity / similarity"
"prisyrdar'inskie rajony";"kolkhozes / sovkhozes / agricultural production";"43508";"1964_1";"Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA;NA
"prisyrdar'inskie rajony";"kolkhozes / sovkhozes / agricultural production";"43508";"1964_1";"Northern Tajikistan";"present";"Factual Statement by Author";NA;NA
"tadzhiki Nuratinskogo khrebta";"kolkhozes / sovkhozes / agricultural production";"43508";"1964_1";"groups in mountainous regions";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA;NA
"tadzhiki Nuratinskogo khrebta";"kolkhozes / sovkhozes / agricultural production";"43508";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;NA
"gornye tadzhiki";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"43627";"1960_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"gornye tadzhiki";"housing / architecture / zhilisshe";"436374";"1962_3";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"family structure / semejnye otnoshenija";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"weddings / svadebnye obychai i obrjady / kalym";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"family structure / semejnye otnoshenija";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"weddings / svadebnye obychai i obrjady / kalym";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"child birth / obychai i obrjady svjazannye s rozhdeniem";"436833";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";"Rupture";NA
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"436971";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"mode of production / khozjajsvennyj uklad / economic system";"436971";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki Gissara";"language / spoken (incl. dialects)";"43732";"1960_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"437353";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"mode of production / khozjajsvennyj uklad / economic system";"437353";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki Zeravshanskoj doliny";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"437353";"1953_2";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki Zeravshanskoj doliny";"mode of production / khozjajsvennyj uklad / economic system";"437353";"1953_2";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"gornye tadzhiki";"family structure / semejnye otnoshenija";"438986";"1953_2";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"perezhitki / survivals";"438986";"1953_2";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"438986";"1953_2";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ravninnye tadzhiki";"family structure / semejnye otnoshenija";"438986";"1953_2";"groups in plainland regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ravninnye tadzhiki";"perezhitki / survivals";"438986";"1953_2";"groups in plainland regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ravninnye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"438986";"1953_2";"groups in plainland regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ravninnye tadzhiki";"perezhitki / survivals";"439390";"1953_2";"groups in plainland regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"ravninnye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"439390";"1953_2";"groups in plainland regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"gornye tadzhiki";"perezhitki / survivals";"439390";"1953_2";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"gornye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"439390";"1953_2";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Tajik women / tadzhichki";"gender relations / polozhenie zhensshiny";"440849";"1953_2";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Sogd";"gender relations / polozhenie zhensshiny";"441153";"1953_2";"Historical Northern Tajikistan (Sogd + Ferghana)";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Tajik women / tadzhichki";"gender relations / polozhenie zhensshiny";"441272";"1953_2";"tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Southern Tajikistan";"housing / architecture / zhilisshe";"441491";"1957_1";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"child birth / obychai i obrjady svjazannye s rozhdeniem";"444414";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";"Rupture";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"prazdniki / holidays / festivities";"444414";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";"Rupture";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"magicheskie obrjady / praktiki / magic rites / practices";"444414";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";"Rupture";NA
"Tajik women / tadzhichki";"gender relations / polozhenie zhensshiny";"446183";"1953_2";"tadzhiki";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Darvaz";"housing / architecture / zhilisshe";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"zemledelie / sel'skoe khosjajstvo / agriculture";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"verovanija / mify / beliefs / myths";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"dances";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"razvlechenija / entertainment";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"dukhovnaja kul'tura / spiritual culture";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"material'naja kul'tura / material culture";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"family life / obychai i obrjady svjazannye s semejnoj zhisni";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"clothing";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"housing / architecture / zhilisshe";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"zemledelie / sel'skoe khosjajstvo / agriculture";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"verovanija / mify / beliefs / myths";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"dances";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"razvlechenija / entertainment";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"dukhovnaja kul'tura / spiritual culture";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"material'naja kul'tura / material culture";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"family life / obychai i obrjady svjazannye s semejnoj zhisni";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"clothing";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karategin";"dukhovnaja kul'tura / spiritual culture";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karategin";"clothing";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karategin";"dances";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karategin";"verovanija / mify / beliefs / myths";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karategin";"material'naja kul'tura / material culture";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karategin";"zemledelie / sel'skoe khosjajstvo / agriculture";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karategin";"razvlechenija / entertainment";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karategin";"housing / architecture / zhilisshe";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Karategin";"family life / obychai i obrjady svjazannye s semejnoj zhisni";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"dukhovnaja kul'tura / spiritual culture";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"clothing";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"dances";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"verovanija / mify / beliefs / myths";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"material'naja kul'tura / material culture";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"zemledelie / sel'skoe khosjajstvo / agriculture";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"razvlechenija / entertainment";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"housing / architecture / zhilisshe";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"family life / obychai i obrjady svjazannye s semejnoj zhisni";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"gorcy-tadzhiki / tadzhiki-gorcy";"zemledelie / sel'skoe khosjajstvo / agriculture";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"clothing";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"kolkhozes / sovkhozes / agricultural production";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"promyshlennoe proizvodstvo / industrialization";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"technology";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"gender relations / polozhenie zhensshiny";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"education";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"communication (incl.  media)";"446904";"1955_4";"gornye tadzhiki";"present";NA;"Rupture";NA
"pripamirskie rajony / Pripamir'e";"zemledelie / sel'skoe khosjajstvo / agriculture";"446904";"1955_4";"Pamir";"present";NA;"Rupture";NA
"pripamirskie rajony / Pripamir'e";"clothing";"446904";"1955_4";"Pamir";"present";NA;"Rupture";NA
"pripamirskie rajony / Pripamir'e";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"446904";"1955_4";"Pamir";"present";NA;"Rupture";NA
"pripamirskie rajony / Pripamir'e";"kolkhozes / sovkhozes / agricultural production";"446904";"1955_4";"Pamir";"present";NA;"Rupture";NA
"pripamirskie rajony / Pripamir'e";"promyshlennoe proizvodstvo / industrialization";"446904";"1955_4";"Pamir";"present";NA;"Rupture";NA
"pripamirskie rajony / Pripamir'e";"technology";"446904";"1955_4";"Pamir";"present";NA;"Rupture";NA
"pripamirskie rajony / Pripamir'e";"gender relations / polozhenie zhensshiny";"446904";"1955_4";"Pamir";"present";NA;"Rupture";NA
"pripamirskie rajony / Pripamir'e";"education";"446904";"1955_4";"Pamir";"present";NA;"Rupture";NA
"pripamirskie rajony / Pripamir'e";"communication (incl.  media)";"446904";"1955_4";"Pamir";"present";NA;"Rupture";NA
"Darvaz";"zemledelie / sel'skoe khosjajstvo / agriculture";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Darvaz";"clothing";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Darvaz";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Darvaz";"kolkhozes / sovkhozes / agricultural production";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Darvaz";"promyshlennoe proizvodstvo / industrialization";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Darvaz";"technology";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Darvaz";"gender relations / polozhenie zhensshiny";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Darvaz";"education";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Darvaz";"communication (incl.  media)";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Karategin";"zemledelie / sel'skoe khosjajstvo / agriculture";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Karategin";"clothing";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Karategin";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Karategin";"kolkhozes / sovkhozes / agricultural production";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Karategin";"promyshlennoe proizvodstvo / industrialization";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Karategin";"technology";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Karategin";"gender relations / polozhenie zhensshiny";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Karategin";"education";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"Karategin";"communication (incl.  media)";"446904";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture";NA
"gorcy-tadzhiki / tadzhiki-gorcy";"obychai / customs";"448096";"1955_4";"gornye tadzhiki";"present";"Factual Statement by Author";NA;NA
"gorcy-tadzhiki / tadzhiki-gorcy";"material'naja kul'tura / material culture";"448096";"1955_4";"gornye tadzhiki";"present";"Factual Statement by Author";NA;NA
"gorcy-tadzhiki / tadzhiki-gorcy";"use of specific tools or methods";"448096";"1955_4";"gornye tadzhiki";"present";"Factual Statement by Author";NA;NA
"gorcy-tadzhiki / tadzhiki-gorcy";"sueverii / superstitions";"448096";"1955_4";"gornye tadzhiki";"present";"Factual Statement by Author";NA;NA
"gorcy-tadzhiki / tadzhiki-gorcy";"perezhitki / survivals";"448096";"1955_4";"gornye tadzhiki";"present";"Factual Statement by Author";NA;NA
"tadzhiki verkhov'ev Zeravshana";"child birth / obychai i obrjady svjazannye s rozhdeniem";"449109";"1984_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA;NA
