"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"Historical Northern Tajikistan (Sogd + Ferghana)";"housing / architecture / zhilisshe";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"difference"
"Historical Northern Tajikistan (Sogd + Ferghana)";"zemledelie / sel'skoe khosjajstvo / agriculture";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"difference"
"Historical Northern Tajikistan (Sogd + Ferghana)";"byt / bytovyj uklad / every-day life practices";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"difference"
"Historical Southern Tajikistan (Baktria / Tokharistan)";"weddings / svadebnye obychai i obrjady / kalym";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"difference"
"Historical Southern Tajikistan (Baktria / Tokharistan)";"language / terminology";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"difference"
"Historical Southern Tajikistan (Baktria / Tokharistan)";"housing / architecture / zhilisshe";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"difference"
"Historical Southern Tajikistan (Baktria / Tokharistan)";"zemledelie / sel'skoe khosjajstvo / agriculture";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"difference"
"Historical Southern Tajikistan (Baktria / Tokharistan)";"byt / bytovyj uklad / every-day life practices";"407903";"1969_3";"Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"difference"
"tadzhiki";"folklore (incl. pesni / poslovica / pogovorki)";"408022";"1964-6";"Groups";"present";NA;NA;NA
"Central Asia / Srednjaja Azija";"verovanija / mify / beliefs / myths";"408361";"1970_3";"Locations";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"Central Asia / Srednjaja Azija";"perezhitki / survivals";"408361";"1970_3";"Locations";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"iranskie narody / Iranian peoples";"verovanija / mify / beliefs / myths";"408361";"1970_3";"Groups in Iran";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"iranskie narody / Iranian peoples";"perezhitki / survivals";"408361";"1970_3";"Groups in Iran";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"gorcy Tadzhikistana / mountaineers of Tajikistan";"verovanija / mify / beliefs / myths";"408361";"1970_3";"gornye tadzhiki";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"gorcy Tadzhikistana / mountaineers of Tajikistan";"perezhitki / survivals";"408361";"1970_3";"gornye tadzhiki";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"verovanija / mify / beliefs / myths";"408361";"1970_3";"Pamir";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"perezhitki / survivals";"408361";"1970_3";"Pamir";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"proximity / similarity"
"kirgizy Karategina";"zemledelie / sel'skoe khosjajstvo / agriculture";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"influence"
"kirgizy Karategina";"zemledelie / sel'skoe khosjajstvo / agriculture";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy Karategina";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"influence"
"kirgizy Karategina";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"kirgizy Karategina";"skotovodstvo / zhivotnovodstvo / animal husbandry";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"influence"
"kirgizy Karategina";"skotovodstvo / zhivotnovodstvo / animal husbandry";"408581";"1984_4";"kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"gornye tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"408581";"1984_4";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA;"influence"
"gornye tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"408581";"1984_4";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"gornye tadzhiki";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"408581";"1984_4";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA;"influence"
"gornye tadzhiki";"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"408581";"1984_4";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"gornye tadzhiki";"skotovodstvo / zhivotnovodstvo / animal husbandry";"408581";"1984_4";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA;"influence"
"gornye tadzhiki";"skotovodstvo / zhivotnovodstvo / animal husbandry";"408581";"1984_4";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki Dzhirgatal'skogo rajona Tadzhikskoj SSR";"housing / architecture / zhilisshe";"409040";"1984_4";"tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki Dzhirgatal'skogo rajona Tadzhikskoj SSR";"material'naja kul'tura / material culture";"409040";"1984_4";"tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"kirgizy Dzhirgatal'skogo rajona Tadzhikskoj SSR";"housing / architecture / zhilisshe";"409040";"1984_4";"kirgizy";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"kirgizy Dzhirgatal'skogo rajona Tadzhikskoj SSR";"material'naja kul'tura / material culture";"409040";"1984_4";"kirgizy";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"juzhnye tadzhiki / Southern Tajikistan Tajiks";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"409179";"1969_3";"tadzhiki";NA;"Factual Statement by Author";NA;"proximity / similarity"
"pripamirskie narodnosti / narody / pripamircy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"409179";"1969_3";"Pamiri groups";NA;"Factual Statement by Author";NA;"proximity / similarity"
"jugo-zapadnij Tadzhikistan ( Rannij Tulkhar)";"craniological features";"414032";"1978_5";"Historical Southern Tajikistan (Baktria / Tokharistan)";NA;"Factual Statement by Author";NA;"difference"
"Dzharkutan";"craniological features";"414032";"1978_5";"Historical locations";NA;"Factual Statement by Author";NA;"difference"
"Ferghana / Ferganskaja dolina";"labour / seasonal labour / otkhodnichestvo";"417695";"1954_3";"Northern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Karategin";"labour / seasonal labour / otkhodnichestvo";"417695";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"tadzhiki";"folklore (incl. pesni / poslovica / pogovorki)";"418418";"1964-6";"Groups";NA;NA;NA;"proximity / similarity"
"narody Srednej Azii";"folklore (incl. pesni / poslovica / pogovorki)";"418418";"1964-6";"narody Srednej Azii i Kazakhstana";NA;NA;NA;"proximity / similarity"
"Karategin";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"Karategin";"mode of production / khozjajsvennyj uklad / economic system";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"Karategin";"zemledelie / sel'skoe khosjajstvo / agriculture";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"gornye tadzhiki";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"419213";"1954_3";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"gornye tadzhiki";"mode of production / khozjajsvennyj uklad / economic system";"419213";"1954_3";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"gornye tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"419213";"1954_3";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"vostochnaja chast' Bukharskogo khanstva";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"419213";"1954_3";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"vostochnaja chast' Bukharskogo khanstva";"mode of production / khozjajsvennyj uklad / economic system";"419213";"1954_3";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"vostochnaja chast' Bukharskogo khanstva";"zemledelie / sel'skoe khosjajstvo / agriculture";"419213";"1954_3";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"gornye tadzhiki";"soznanije / consciousness";"419541";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"gornye tadzhiki";"byt / bytovyj uklad / every-day life practices";"419541";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"gornye tadzhiki";"family structure / semejnye otnoshenija";"419541";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Soviet Union";"soznanije / consciousness";"419734";"1954_3";"Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Soviet Union";"family structure / semejnye otnoshenija";"419734";"1954_3";"Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Soviet Union";"byt / bytovyj uklad / every-day life practices";"419734";"1954_3";"Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"gornye tadzhiki";"soznanije / consciousness";"419734";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"gornye tadzhiki";"family structure / semejnye otnoshenija";"419734";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"gornye tadzhiki";"byt / bytovyj uklad / every-day life practices";"419734";"1954_3";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Karategin";"soznanije / consciousness";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Karategin";"family structure / semejnye otnoshenija";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"Karategin";"byt / bytovyj uklad / every-day life practices";"419734";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";NA
"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"infrastructure";"419785";"1954_3";"plainland regions Southern Tajikistan";"present";"Factual Statement by Author";"Rupture";NA
"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"419785";"1954_3";"plainland regions Southern Tajikistan";"present";"Factual Statement by Author";"Rupture";NA
"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"technology";"419785";"1954_3";"plainland regions Southern Tajikistan";"present";"Factual Statement by Author";"Rupture";NA
"ravniny juzhnogo Tadzhikistana / Southern Tajikistan plainlands";"soznanije / consciousness";"419785";"1954_3";"plainland regions Southern Tajikistan";"present";"Factual Statement by Author";"Rupture";NA
"gornye tadzhiki";"infrastructure";"419785";"1954_3";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture";NA
"gornye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"419785";"1954_3";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture";NA
"gornye tadzhiki";"technology";"419785";"1954_3";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture";NA
"gornye tadzhiki";"soznanije / consciousness";"419785";"1954_3";"groups in mountainous regions";"present";"Factual Statement by Author";"Rupture";NA
"kochevoe naselenie Tadzhikistana";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"420637";"1958_6";"Groups";"past";"Literature Review";NA;NA
"kochevoe naselenie Tadzhikistana";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"420637";"1958_6";"Groups";"past";"Correction of cited research or literature";NA;NA
"tadzhiki";"religion (Islam)";"42165";"1972_5";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"difference"
"tadzhiki";"language / spoken (incl. dialects)";"42165";"1972_5";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"difference"
"pripamirskie narodnosti / narody / pripamircy";"religion (Islam)";"42165";"1972_5";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA;"difference"
"pripamirskie narodnosti / narody / pripamircy";"language / spoken (incl. dialects)";"42165";"1972_5";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA;"difference"
"tadzhiki";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"42192";"1960_1";"Groups";NA;"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"tjurki-kal'ta-tai bass. Khanaka-Dar'i, Karatag-Dar'i, Surkhana";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"42192";"1960_1";"tjurki";NA;"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"tadzhiki verkhov'ev Zeravshana";"predstavlenija / magicheskie predstavlenija / magical beliefs";"422071";"1984_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA;NA
"tadzhiki verkhov'ev Zeravshana";"predstavlenija / magicheskie predstavlenija / magical beliefs";"422071";"1984_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA;NA
"tadzhiki verkhov'ev Zeravshana";"child birth / obychai i obrjady svjazannye s rozhdeniem";"422071";"1984_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA;NA
"tadzhiki verkhov'ev Zeravshana";"child birth / obychai i obrjady svjazannye s rozhdeniem";"422071";"1984_3";"groups in mountainous regions";"present";"Factual Statement by Author";NA;NA
"tjurki";"identity / self-description / samonazvanie / samosoznanie";"422608";"1954_3";"Groups";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"tadzhiki kuljabskoj oblasti / Kuljaba";"identity / self-description / samonazvanie / samosoznanie";"422608";"1954_3";"tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"proximity / similarity"
"Gissar";"housing / architecture / zhilisshe";"422724";"1957_1";"Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA;NA
"Gissar";"zemledelie / sel'skoe khosjajstvo / agriculture";"422724";"1957_1";"Tajikistan / TadzhSSR";"past: pre-Soviet";NA;NA;NA
"Kuljabskaja oblast' / Kuljab";"housing / architecture / zhilisshe";"422724";"1957_1";"Southern Tajikistan";"past: pre-Soviet";NA;NA;NA
"Kuljabskaja oblast' / Kuljab";"zemledelie / sel'skoe khosjajstvo / agriculture";"422724";"1957_1";"Southern Tajikistan";"past: pre-Soviet";NA;NA;NA
"vostochnaja chast' Bukharskogo khanstva";"housing / architecture / zhilisshe";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";NA;NA;NA
"vostochnaja chast' Bukharskogo khanstva";"zemledelie / sel'skoe khosjajstvo / agriculture";"422724";"1957_1";"Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";NA;NA;NA
"uzbeki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"422952";"1954_3";"Central Asian titular nations";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"influence"
"tadzhiki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"422952";"1954_3";"Groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"influence"
"tadzhiki";"language / spoken (incl. dialects)";"42307";"1960_1";"Groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"tjurki-kal'ta-tai bass. Khanaka-Dar'i, Karatag-Dar'i, Surkhana";"language / spoken (incl. dialects)";"42307";"1960_1";"tjurki";"past";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"magicheskie obrjady / praktiki / magic rites / practices";"423152";"1984_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"tadzhiki";"medicine / healthcare / health";"423152";"1984_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"tadzhiki";"child birth / obychai i obrjady svjazannye s rozhdeniem";"423152";"1984_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"magicheskie obrjady / praktiki / magic rites / practices";"423152";"1984_3";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"medicine / healthcare / health";"423152";"1984_3";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"Central Asia / Srednjaja Azija";"child birth / obychai i obrjady svjazannye s rozhdeniem";"423152";"1984_3";"Locations";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"tjurkojazychnye narody";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"423316";"1954_3";"tjurki";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"influence"
"tadzhiki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"423316";"1954_3";"Groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"influence"
"rabochie-tadzhiki Leninabadskogo shelkovogo kombinata";"life on kolkhozes / kolkhoznoe krest'janstvo";"426077";"1954_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"rabochie-tadzhiki Leninabadskogo shelkovogo kombinata";"family structure / semejnye otnoshenija";"426077";"1954_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"rabochie-tadzhiki Leninabadskogo shelkovogo kombinata";"life of factory workers (na kombinate)";"426077";"1954_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"rabochie-tadzhiki Leninabadskogo shelkovogo kombinata";"byt / bytovyj uklad / every-day life practices";"426077";"1954_3";"tadzhiki";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"ravninnye tadzhiki";"byt / bytovyj uklad / every-day life practices";"426328";"1959_6";"groups in plainland regions";"past: pre-Soviet";"Literature Review";NA;"proximity / similarity"
"ravninnye tadzhiki";"byt / bytovyj uklad / every-day life practices";"426328";"1959_6";"groups in plainland regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"ravninnye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"426328";"1959_6";"groups in plainland regions";"past: pre-Soviet";"Literature Review";NA;"proximity / similarity"
"ravninnye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"426328";"1959_6";"groups in plainland regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"gornye tadzhiki";"byt / bytovyj uklad / every-day life practices";"426328";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA;"proximity / similarity"
"gornye tadzhiki";"byt / bytovyj uklad / every-day life practices";"426328";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"gornye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"426328";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA;"proximity / similarity"
"gornye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"426328";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"mode of production / khozjajsvennyj uklad / economic system";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"mode of production / khozjajsvennyj uklad / economic system";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Literature Review";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"family structure / semejnye otnoshenija";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"family structure / semejnye otnoshenija";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Literature Review";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"stage of development";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gorodskoe naselenie ravninnoj chasti Tadzhikistana";"stage of development";"429112";"1959_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Literature Review";NA;"difference"
"gornye tadzhiki";"mode of production / khozjajsvennyj uklad / economic system";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"mode of production / khozjajsvennyj uklad / economic system";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA;"difference"
"gornye tadzhiki";"family structure / semejnye otnoshenija";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"family structure / semejnye otnoshenija";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA;"difference"
"gornye tadzhiki";"stage of development";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"stage of development";"429112";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA;"difference"
"Northern Tajikistan";"housing / architecture / zhilisshe";"429172";"1957_1";"Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"difference"
"Southern Tajikistan";"housing / architecture / zhilisshe";"429172";"1957_1";"Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"difference"
"uzbeki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"42925";"1982_1";"Central Asian titular nations";"present";NA;NA;"proximity / similarity"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"42925";"1982_1";"Groups";"present";NA;NA;"proximity / similarity"
"khazarejcy";"language / spoken (incl. dialects)";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"zemledelie / sel'skoe khosjajstvo / agriculture";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"navyki (incl.  trudovye navyki) / skills / habits";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"identity / self-description / samonazvanie / samosoznanie";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"khazarejcy";"byt / bytovyj uklad / every-day life practices";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"language / spoken (incl. dialects)";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"navyki (incl.  trudovye navyki) / skills / habits";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"identity / self-description / samonazvanie / samosoznanie";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"tadzhiki";"byt / bytovyj uklad / every-day life practices";"430962";"1973_4";"Groups";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"turkmeny";"weddings / svadebnye obychai i obrjady / kalym";"43187";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"turkmeny";"perezhitki / survivals";"43187";"1962_6";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"tadzhiki-matchincy v Dal'verzinskoj stepi";"weddings / svadebnye obychai i obrjady / kalym";"43187";"1962_6";"groups in mountainous regions";"present";"Factual Statement by Author";NA;NA
