"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"Bartang";"Rushan / Rushon";"341758";"1973_3";"Pamir, Gorno-Badakhshan / GBAO";"present";NA;NA;"use of specific tools or methods";"proximity / similarity"
"Rushan / Rushon";"Vanch";"341758";"1973_3";"Pamir, Gorno-Badakhshan / GBAO";"present";NA;NA;"textile production / handicraft / weaving / vyshivka";"proximity / similarity"
"Rushan / Rushon";"Vanch";"341758";"1973_3";"Pamir, Gorno-Badakhshan / GBAO";"present";NA;NA;"use of specific tools or methods";"proximity / similarity"
"Badzhu / Barchuv";"dolina Yazgulema / Yazgulem";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"textile production / handicraft / weaving / vyshivka";"proximity / similarity"
"Badzhu / Barchuv";"dolina Yazgulema / Yazgulem";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"use of specific tools or methods";"proximity / similarity"
"Bartang";"dolina Yazgulema / Yazgulem";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"textile production / handicraft / weaving / vyshivka";"proximity / similarity"
"Bartang";"dolina Yazgulema / Yazgulem";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"use of specific tools or methods";"proximity / similarity"
"dolina Yazgulema / Yazgulem";"Vanch";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"textile production / handicraft / weaving / vyshivka";"proximity / similarity"
"dolina Yazgulema / Yazgulem";"Vanch";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"use of specific tools or methods";"proximity / similarity"
"Badzhu / Barchuv";"Bartang";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"textile production / handicraft / weaving / vyshivka";"proximity / similarity"
"Badzhu / Barchuv";"Bartang";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"use of specific tools or methods";"proximity / similarity"
"Badzhu / Barchuv";"Vanch";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"textile production / handicraft / weaving / vyshivka";"proximity / similarity"
"Badzhu / Barchuv";"Vanch";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"use of specific tools or methods";"proximity / similarity"
"Bartang";"Vanch";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"textile production / handicraft / weaving / vyshivka";"proximity / similarity"
"Bartang";"Vanch";"341758";"1973_3";"Gorno-Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"present";NA;NA;"use of specific tools or methods";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"342494";"1975_1";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"344122";"1975_1";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"past: pre-Muslim";"Factual Statement by Author";"Rupture";"ethnic features / anthropological features";"difference"
"Northern Tajikistan";"Southern Tajikistan";"344122";"1975_1";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"past: pre-Muslim";"Factual Statement by Author";"Rupture";"language / spoken (incl. dialects)";"difference"
"Northern Tajikistan";"Southern Tajikistan";"344122";"1975_1";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"past: pre-Muslim";"Factual Statement by Author";"Rupture";"political life";"difference"
"ishkashimcy";"shugnancy";"345802";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"shugnancy";"vakhancy";"345802";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"jazgulemcy";"shugnancy";"345802";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"ishkashimcy";"vakhancy";"345802";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"ishkashimcy";"jazgulemcy";"345802";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"jazgulemcy";"vakhancy";"345802";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"ishkashimcy";"jazgulemcy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ishkashimcy";"jazgulemcy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"jazgulemcy";"vakhancy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"jazgulemcy";"vakhancy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"jazgulemcy";"shugnancy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"jazgulemcy";"shugnancy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"jazgulemcy";"tadzhiki";"346075";"1963_1";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"jazgulemcy";"tadzhiki";"346075";"1963_1";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"ishkashimcy";"vakhancy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ishkashimcy";"vakhancy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"ishkashimcy";"shugnancy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ishkashimcy";"shugnancy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"ishkashimcy";"tadzhiki";"346075";"1963_1";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"ishkashimcy";"tadzhiki";"346075";"1963_1";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"shugnancy";"vakhancy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"shugnancy";"vakhancy";"346075";"1963_1";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"tadzhiki";"vakhancy";"346075";"1963_1";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"tadzhiki";"vakhancy";"346075";"1963_1";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"shugnancy";"tadzhiki";"346075";"1963_1";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"language / literaturnyj";"proximity / similarity"
"shugnancy";"tadzhiki";"346075";"1963_1";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"afgony Gissarskogo, Shakhrinauskogo i Regarskogo rajonov Taj.";"tadzhiki";"350670";"1956_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"profession / zanjatija";"proximity / similarity"
"afgony Gissarskogo, Shakhrinauskogo i Regarskogo rajonov Taj.";"tadzhiki";"350670";"1956_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"afgony Gissarskogo, Shakhrinauskogo i Regarskogo rajonov Taj.";"tadzhiki";"350670";"1956_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"clothing";"proximity / similarity"
"afgony Gissarskogo, Shakhrinauskogo i Regarskogo rajonov Taj.";"tadzhiki";"350670";"1956_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"afgony Gissarskogo, Shakhrinauskogo i Regarskogo rajonov Taj.";"tadzhiki";"350670";"1956_2";"Groups, Groups";"present";"Factual Statement by Author";NA;"byt / bytovyj uklad";"proximity / similarity"
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"Vakhio-Bolo";"351291";"1971_2";"pritoki r. Vakhsh, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"mining / dobycha solota";NA
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"Vakhio-Bolo";"351291";"1971_2";"pritoki r. Vakhsh, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"profession / zanjatija";NA
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"Vakhio-Bolo";"351291";"1971_2";"pritoki r. Vakhsh, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"kolkhozes / sovkhozes / agricultural production";NA
"gorcy Tadzhikistana";"Vakhio-Bolo";"351291";"1971_2";"pritoki r. Vakhsh, Groups";"past: Stalinist era / 1930s-40s";NA;"Rupture";"mining / dobycha solota";NA
"gorcy Tadzhikistana";"Vakhio-Bolo";"351291";"1971_2";"pritoki r. Vakhsh, Groups";"past: Stalinist era / 1930s-40s";NA;"Rupture";"profession / zanjatija";NA
"gorcy Tadzhikistana";"Vakhio-Bolo";"351291";"1971_2";"pritoki r. Vakhsh, Groups";"past: Stalinist era / 1930s-40s";NA;"Rupture";"kolkhozes / sovkhozes / agricultural production";NA
"ravninnye oblasty / rajony Tadzhikistana";"Vakhio-Bolo";"351291";"1971_2";"pritoki r. Vakhsh, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"mining / dobycha solota";NA
"ravninnye oblasty / rajony Tadzhikistana";"Vakhio-Bolo";"351291";"1971_2";"pritoki r. Vakhsh, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"profession / zanjatija";NA
"ravninnye oblasty / rajony Tadzhikistana";"Vakhio-Bolo";"351291";"1971_2";"pritoki r. Vakhsh, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"kolkhozes / sovkhozes / agricultural production";NA
"gorcy Tadzhikistana";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"351291";"1971_2";"Tajikistan / TadzhSSR, Groups";"past: Stalinist era / 1930s-40s";NA;"Rupture";"mining / dobycha solota";NA
"gorcy Tadzhikistana";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"351291";"1971_2";"Tajikistan / TadzhSSR, Groups";"past: Stalinist era / 1930s-40s";NA;"Rupture";"profession / zanjatija";NA
"gorcy Tadzhikistana";"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"351291";"1971_2";"Tajikistan / TadzhSSR, Groups";"past: Stalinist era / 1930s-40s";NA;"Rupture";"kolkhozes / sovkhozes / agricultural production";NA
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"ravninnye oblasty / rajony Tadzhikistana";"351291";"1971_2";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"mining / dobycha solota";NA
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"ravninnye oblasty / rajony Tadzhikistana";"351291";"1971_2";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"profession / zanjatija";NA
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"ravninnye oblasty / rajony Tadzhikistana";"351291";"1971_2";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"kolkhozes / sovkhozes / agricultural production";NA
"gorcy Tadzhikistana";"ravninnye oblasty / rajony Tadzhikistana";"351291";"1971_2";"Groups, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"mining / dobycha solota";NA
"gorcy Tadzhikistana";"ravninnye oblasty / rajony Tadzhikistana";"351291";"1971_2";"Groups, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"profession / zanjatija";NA
"gorcy Tadzhikistana";"ravninnye oblasty / rajony Tadzhikistana";"351291";"1971_2";"Groups, Tajikistan / TadzhSSR";"past: Stalinist era / 1930s-40s";NA;"Rupture";"kolkhozes / sovkhozes / agricultural production";NA
"juzhnye tadzhiki";"severnye tadzhiki";"352008";"1975_1";"tadzhiki, tadzhiki";"present";NA;NA;"anthropometric measures";"difference"
"juzhnye tadzhiki";"severnye tadzhiki";"352008";"1975_1";"tadzhiki, tadzhiki";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"difference"
"afgony Gissarskogo, Shakhrinauskogo i Regarskogo rajonov Taj.";"tadzhiki";"352164";"1956_2";"Groups, Groups";NA;"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"difference"
"badzhujcy / badzhuvcy";"khufcy";"352410";"1973_3";"Pamir groups, Pamir groups";"past: early Soviet";NA;NA;"textile production / handicraft / weaving / vyshivka";"influence"
"juzhnye tadzhiki";"tadzhiki-kukhistani iz Surkhandar'inskoj oblasti Uzbekistana";"352484";"1975_1";"tadzhiki, tadzhiki";"present";NA;NA;"anthropometric measures";"proximity / similarity"
"juzhnye tadzhiki";"severnye tadzhiki";"353638";"1975_1";"tadzhiki, tadzhiki";"present";NA;NA;"anthroposcopic measures";"difference"
"ravninnye tadzhiki";"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"353872";"1979_3";"Zeravshan, tadzhiki";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"difference"
"severnye tadzhiki";"tadzhiki-chagatai Surkhandar'inskoj oblasti Uzbekistana";"353989";"1975_1";"tadzhiki, tadzhiki";"present";NA;NA;"anthroposcopic measures";"proximity / similarity"
"juzhnye tadzhiki";"tadzhiki-kukhistani iz Surkhandar'inskoj oblasti Uzbekistana";"354234";"1975_1";"tadzhiki, tadzhiki";"present";NA;NA;"anthroposcopic measures";"proximity / similarity"
"juzhnye tadzhiki";"shugnancy Gunta";"354234";"1975_1";"tadzhiki, Pamir groups";"present";NA;NA;"anthroposcopic measures";"proximity / similarity"
"shugnancy Gunta";"tadzhiki-kukhistani iz Surkhandar'inskoj oblasti Uzbekistana";"354234";"1975_1";"tadzhiki, Pamir groups";"present";NA;NA;"anthroposcopic measures";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"355003";"1975_1";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;NA;NA;"anthroposcopic measures";"difference"
"Northern Tajikistan";"Southern Tajikistan";"355003";"1975_1";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;NA;NA;"anthropometric measures";"difference"
"Northern Tajikistan";"Southern Tajikistan";"355003";"1975_1";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;NA;NA;"""racial type"" / rasovyj tip / rasa";"difference"
"nizmennaja chast' gornogo Zeravshana / Fal'gar";"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"355726";"1979_3";"Zeravshan, Zeravshan";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"difference"
"Historical Northern Tajikistan (Sogd + Fergana)";"ravninnye tadzhiki Fergany";"357722";"1963_5";"ravninnye tadzhiki, Historical locations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity";"obychai";"proximity / similarity"
"Historical Northern Tajikistan (Sogd + Fergana)";"ravninnye tadzhiki Fergany";"357722";"1963_5";"ravninnye tadzhiki, Historical locations";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"ravninnye tadzhiki Fergany";"Sogd";"357722";"1963_5";"ravninnye tadzhiki, Historical Northern Tajikistan (Sogd + Fergana)";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity";"obychai";"proximity / similarity"
"ravninnye tadzhiki Fergany";"Sogd";"357722";"1963_5";"ravninnye tadzhiki, Historical Northern Tajikistan (Sogd + Fergana)";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"Historical Northern Tajikistan (Sogd + Fergana)";"Sogd";"357722";"1963_5";"Historical locations, Historical Northern Tajikistan (Sogd + Fergana)";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity";"obychai";"proximity / similarity"
"Historical Northern Tajikistan (Sogd + Fergana)";"Sogd";"357722";"1963_5";"Historical locations, Historical Northern Tajikistan (Sogd + Fergana)";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"afgony Gissarskogo, Shakhrinauskogo i Regarskogo rajonov Taj.";"tadzhiki";"359378";"1956_2";"Groups, Groups";NA;"Factual Statement by Author";NA;"language / terminology";"influence"
"afgony Gissarskogo, Shakhrinauskogo i Regarskogo rajonov Taj.";"tadzhiki";"359378";"1956_2";"Groups, Groups";NA;"Factual Statement by Author";NA;"language / terminology";"proximity / similarity"
"Pamir";"ravninnye tadzhiki";"359738";"1973_3";"tadzhiki, Locations";NA;NA;NA;"textile production / handicraft / weaving";"difference"
"Pamir";"ravninnye tadzhiki";"359738";"1973_3";"tadzhiki, Locations";NA;NA;NA;"use of specific tools or methods";"difference"
"Gorno-Badakhshan / GBAO";"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"361423";"1979_3";"Zeravshan, Locations";"present";"Factual Statement by Author";"Continuity";"housing / architecture / zhilisshe";"proximity / similarity"
"bassejn / dolina Zeravshan";"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"361845";"1979_3";"Zeravshan, Zeravshan";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"difference"
"gorodskoe naselenie Fergany";"tadzhiki severnogo Tadzhikistana";"362011";"1970_4";"gorodskoe naselenie Tadzhikistana, tadzhiki";NA;"Factual Statement by Author";NA;"byt / bytovyj uklad";"proximity / similarity"
"gorodskoe naselenie Fergany";"tadzhiki severnogo Tadzhikistana";"362011";"1970_4";"gorodskoe naselenie Tadzhikistana, tadzhiki";NA;"Factual Statement by Author";NA;"obychai";"proximity / similarity"
"Goron";"Kuljabskaja oblast' / Kuljab";"366581";"1963_1";"Southern Tajikistan, Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"Kuljabskaja oblast' / Kuljab";"naselenie / zhiteli Sovetskogo Badakhshana";"366581";"1963_1";"Southern Tajikistan, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"Goron";"naselenie / zhiteli Sovetskogo Badakhshana";"366581";"1963_1";"Sovetskij Badakhshan / GBAO, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"gornaja chast' Gissary";"Pamir";"371267";"1968_4";"Locations, Gissar";"past: pre-Muslim";"Factual Statement by Author";NA;"archaeology / mesolithic or neolithic monuments or culture";"proximity / similarity"
"oblasti k jugu i vostoku ot Gissarskogo khrebta";"oblasti k severu i zapadu ot Gissarskogo khrebta";"384260";"1969_3";"Southern Tajikistan, Northern Tajikistan";"present";"Factual Statement by Author";NA;"language / terminology";"difference"
"oblasti k jugu i vostoku ot Gissarskogo khrebta";"oblasti k severu i zapadu ot Gissarskogo khrebta";"384260";"1969_3";"Southern Tajikistan, Northern Tajikistan";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"bassejn / dolina r. Khingou / Obikhingob";"Kuljabskaja oblast' / Kuljab";"389605";"1969_3";"Southern Tajikistan, pritoki r. Vakhsh";"past";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"bassejn / dolina r. Khingou / Obikhingob";"Kuljabskaja oblast' / Kuljab";"389605";"1969_3";"Southern Tajikistan, pritoki r. Vakhsh";"past";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"dolina Kashkadar'i";"Kuljabskaja oblast' / Kuljab";"389605";"1969_3";"Southern Tajikistan, Zeravshan";"past";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"dolina Kashkadar'i";"Kuljabskaja oblast' / Kuljab";"389605";"1969_3";"Southern Tajikistan, Zeravshan";"past";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"bassejn / dolina r. Khingou / Obikhingob";"dolina Kashkadar'i";"389605";"1969_3";"pritoki r. Vakhsh, Zeravshan";"past";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"bassejn / dolina r. Khingou / Obikhingob";"dolina Kashkadar'i";"389605";"1969_3";"pritoki r. Vakhsh, Zeravshan";"past";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Southern Tajikistan";"Zeravshan";"390765";"1969_3";"Tajikistan / TadzhSSR, Northern Tajikistan";"past";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Southern Tajikistan";"Zeravshan";"390765";"1969_3";"Tajikistan / TadzhSSR, Northern Tajikistan";"past";"Factual Statement by Author";NA;"use of specific tools or methods";"difference"
"oblasti k jugu i vostoku ot Gissarskogo khrebta";"oblasti k severu i zapadu ot Gissarskogo khrebta";"391913";"1969_3";"Southern Tajikistan, Northern Tajikistan";"past";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"oblasti k jugu i vostoku ot Gissarskogo khrebta";"oblasti k severu i zapadu ot Gissarskogo khrebta";"391913";"1969_3";"Southern Tajikistan, Northern Tajikistan";"past";"Factual Statement by Author";NA;"language / terminology";"difference"
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"39263";"1961_4";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"infrastructure";NA
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"39263";"1961_4";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";NA
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"39263";"1961_4";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"promyshlennoe proizvodstvo / industrialization";NA
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"39263";"1961_4";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";NA
"jagnobcy / Yaghnobis";"tadzhiki";"39263";"1961_4";"Groups, Groups";"present";"Factual Statement by Author";NA;"infrastructure";NA
"jagnobcy / Yaghnobis";"tadzhiki";"39263";"1961_4";"Groups, Groups";"present";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";NA
"jagnobcy / Yaghnobis";"tadzhiki";"39263";"1961_4";"Groups, Groups";"present";"Factual Statement by Author";NA;"promyshlennoe proizvodstvo / industrialization";NA
"jagnobcy / Yaghnobis";"tadzhiki";"39263";"1961_4";"Groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";NA
"jagnobcy / Yaghnobis";"pripamirskie narodnosti / narody / pripamircy";"39263";"1961_4";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"infrastructure";NA
"jagnobcy / Yaghnobis";"pripamirskie narodnosti / narody / pripamircy";"39263";"1961_4";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii";NA
"jagnobcy / Yaghnobis";"pripamirskie narodnosti / narody / pripamircy";"39263";"1961_4";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"promyshlennoe proizvodstvo / industrialization";NA
"jagnobcy / Yaghnobis";"pripamirskie narodnosti / narody / pripamircy";"39263";"1961_4";"Pamir groups, Groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";NA
"Northern Tajikistan";"Southern Tajikistan";"393382";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"past";"Factual Statement by Author";NA;"language / terminology";"difference"
"Northern Tajikistan";"Southern Tajikistan";"393382";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"past";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Sovetskij Badakhshan / GBAO";"Western Pamirs / Sapadnyj Pamir";"393800";"1970_3";"Locations, Pamir";"past";"Factual Statement by Author";"Continuity";"perezhitki";NA
"Sovetskij Badakhshan / GBAO";"Western Pamirs / Sapadnyj Pamir";"393800";"1970_3";"Locations, Pamir";"past";"Factual Statement by Author";"Continuity";"obychai";NA
"Sovetskij Badakhshan / GBAO";"Western Pamirs / Sapadnyj Pamir";"393800";"1970_3";"Locations, Pamir";"past";"Factual Statement by Author";"Continuity";"verovanija / mify / beliefs / myths";NA
"Sovetskij Badakhshan / GBAO";"Western Pamirs / Sapadnyj Pamir";"393800";"1970_3";"Locations, Pamir";"past";"Factual Statement by Author";"Continuity";"obrjady";NA
"naselenie / zhiteli Sovetskogo Badakhshana";"tadzhikojazychnoe naselenie";"394093";"1970_3";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"naselenie / zhiteli Sovetskogo Badakhshana";"tadzhikojazychnoe naselenie";"394093";"1970_3";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"byt / bytovyj uklad";"proximity / similarity"
"naselenie / zhiteli Sovetskogo Badakhshana";"tadzhikojazychnoe naselenie";"394093";"1970_3";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"proximity / similarity"
"pripamirskie narodnosti / narody / pripamircy";"tadzhikojazychnoe naselenie";"394282";"1970_3";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"difference"
"pripamirskie narodnosti / narody / pripamircy";"tadzhikojazychnoe naselenie";"394282";"1970_3";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"obychai";"difference"
"pripamirskie narodnosti / narody / pripamircy";"tadzhikojazychnoe naselenie";"394282";"1970_3";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"obrjady";"difference"
"pamirskie tadzhiki";"pamirskie tadzhiki Ishkashima";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki";"pamirskie tadzhiki Ishkashima";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
