"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"Central Asia / Srednjaja Azija";"Hindukush";"295523";"1971_1";"Afghanistan, Locations";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"russkij narod / Russians";"tatary";"305646";"1973_5";"Groups, Groups";NA;NA;NA;"clothing";"influence"
"bragui (Afghanistan)";"keshemskie beludzhi (Afghanistan)";"307008";"1967_4";"Groups in Afghanistan, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"proximity / similarity"
"keshemskie beludzhi (Afghanistan)";"pushtuny (Afghanistan)";"307008";"1967_4";"Groups in Afghanistan, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"proximity / similarity"
"bragui (Afghanistan)";"pushtuny (Afghanistan)";"307008";"1967_4";"Groups in Afghanistan, Groups in Afghanistan";"present";"Factual Statement by Author";NA;"physical features (hair, skin, eye color, blood type)";"proximity / similarity"
"turkmeny";"uzbeki";"313964";"1975_5";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"verovanija / mify / beliefs / myths";"proximity / similarity"
"turkmeny";"uzbeki";"313964";"1975_5";"Central Asian titular nations, Central Asian titular nations";"past";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"chechency / Chechens";"uzbeki";"313964";"1975_5";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"verovanija / mify / beliefs / myths";"proximity / similarity"
"chechency / Chechens";"uzbeki";"313964";"1975_5";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"ingushi";"uzbeki";"313964";"1975_5";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"verovanija / mify / beliefs / myths";"proximity / similarity"
"ingushi";"uzbeki";"313964";"1975_5";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"chechency / Chechens";"turkmeny";"313964";"1975_5";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"verovanija / mify / beliefs / myths";"proximity / similarity"
"chechency / Chechens";"turkmeny";"313964";"1975_5";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"ingushi";"turkmeny";"313964";"1975_5";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"verovanija / mify / beliefs / myths";"proximity / similarity"
"ingushi";"turkmeny";"313964";"1975_5";"Central Asian titular nations, Groups";"past";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"chechency / Chechens";"ingushi";"313964";"1975_5";"Groups, Groups";"past";"Factual Statement by Author";NA;"verovanija / mify / beliefs / myths";"proximity / similarity"
"chechency / Chechens";"ingushi";"313964";"1975_5";"Groups, Groups";"past";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"korejcy Srednej Azii";"uzbeki";"31406";"1966_5";"Groups, Central Asian titular nations";"present";"Factual Statement by Author";"Continuity";"food / cooking / pissha";"knowledge exchange"
"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"sredneaziatskie / bukharskie evrei";"328619";"1991_5";"evrei / Jews, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"language / spoken (incl. dialects)";"proximity / similarity"
"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"sredneaziatskie / bukharskie evrei";"328619";"1991_5";"evrei / Jews, Groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"language / spoken (incl. dialects)";"proximity / similarity"
"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"tjurkojazychnye narody";"328742";"1975_5";"Groups, Groups";"past";"Factual Statement by Author";NA;"verovanija / mify / beliefs / myths";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"zemledel'cheskie narody Prigindukush'ja";"330042";"1973_3";"Groups in Afghanistan, Groups";"past";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"zemledel'cheskie narody Prigindukush'ja";"330042";"1973_3";"Groups in Afghanistan, Groups";"past";"Factual Statement by Author";"Continuity";"agrarnye kul'ty";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"zemledel'cheskie narody Prigindukush'ja";"330042";"1973_3";"Groups in Afghanistan, Groups";"past";"Factual Statement by Author";"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"zemledel'cheskie narody Prigindukush'ja";"330042";"1973_3";"Groups in Afghanistan, Groups";"past";"Factual Statement by Author";"Continuity";"etnokul'turnoe razvitie";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"zemledel'cheskie narody Prigindukush'ja";"330042";"1973_3";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"zemledel'cheskie narody Prigindukush'ja";"330042";"1973_3";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";"Continuity";"agrarnye kul'ty";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"zemledel'cheskie narody Prigindukush'ja";"330042";"1973_3";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"zemledel'cheskie narody Afganskogo Badakhshana";"zemledel'cheskie narody Prigindukush'ja";"330042";"1973_3";"Groups in Afghanistan, Groups";"present";"Factual Statement by Author";"Continuity";"etnokul'turnoe razvitie";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"osedlye narody Srednej Azii";"332817";"1973_5";"narody Srednej Azii, Historical groups";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"osedlye narody Srednej Azii";"332817";"1973_5";"narody Srednej Azii, Historical groups";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"osedlye narody Srednej Azii";"332817";"1973_5";"narody Srednej Azii, Historical groups";"present";"Factual Statement by Author";"Continuity";"folklore (incl. pesni / poslovica / pogovorki)";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"osedlye narody Srednej Azii";"332817";"1973_5";"narody Srednej Azii, Historical groups";"past: pre-Muslim";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"osedlye narody Srednej Azii";"332817";"1973_5";"narody Srednej Azii, Historical groups";"past: pre-Muslim";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"iranojazychnye narody drevnezemledel'cheskikh regionov";"osedlye narody Srednej Azii";"332817";"1973_5";"narody Srednej Azii, Historical groups";"past: pre-Muslim";"Factual Statement by Author";"Continuity";"folklore (incl. pesni / poslovica / pogovorki)";"proximity / similarity"
"glukhie rajony Kirgizii";"Karashinskaja step'";"342618";"1967_5";"Kirgizija / Kirgizskaja SSR, Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"family structure / semejnye otnoshenii / family life";"proximity / similarity"
"glukhie rajony Kirgizii";"Karashinskaja step'";"342618";"1967_5";"Kirgizija / Kirgizskaja SSR, Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"gender relations / polozhenie zhensshiny";"proximity / similarity"
"glukhie rajony Kirgizii";"Khorezmskij oazis";"342618";"1967_5";"Kirgizija / Kirgizskaja SSR, Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"family structure / semejnye otnoshenii / family life";"proximity / similarity"
"glukhie rajony Kirgizii";"Khorezmskij oazis";"342618";"1967_5";"Kirgizija / Kirgizskaja SSR, Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"gender relations / polozhenie zhensshiny";"proximity / similarity"
"Karashinskaja step'";"Khorezmskij oazis";"342618";"1967_5";"Locations, Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"family structure / semejnye otnoshenii / family life";"proximity / similarity"
"Karashinskaja step'";"Khorezmskij oazis";"342618";"1967_5";"Locations, Locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"gender relations / polozhenie zhensshiny";"proximity / similarity"
"Ceylon";"East Turkestan (Chinese)";"349034";"1968_3";"Locations, India";"past: pre-Muslim";NA;NA;"art / painting / zhivopis' / iskusstvo";"proximity / similarity"
"Armenija";"Kirgizija / Kirgizskaja SSR";"353238";"1986_3";"Locations, Locations";"present";"Factual Statement by Author";NA;"infrastructure";NA
"Armenija";"Kirgizija / Kirgizskaja SSR";"353238";"1986_3";"Locations, Locations";"present";"Factual Statement by Author";NA;"communication (incl.  media)";NA
"altajskie tjurki";"Armenians";"353275";"1980_2";"tjurki, Locations";"past";"Factual Statement by Author";NA;"verovanija / mify / beliefs / myths";"proximity / similarity"
"drevnee iranojazychnoe naselenie Srednej Azii";"drevnij Iran";"353407";"1985_6";"Historical locations, Historical groups";"past: pre-Muslim";"Factual Statement by Author";NA;"prazdniki";"proximity / similarity"
"rabochie-""cygane""";"uzbeki";"356605";"1962_2";"""cygane"", Central Asian titular nations";"future";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"etnokul'turnoe razvitie";"proximity / similarity"
"kazakhi";"uzbeki";"357259";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"kazakhi";"uzbeki";"357259";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";"proximity / similarity"
"kazakhi";"uzbeki";"357259";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"gender relations / polozhenie zhensshiny";"proximity / similarity"
"kirgizy";"uzbeki";"357259";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"kirgizy";"uzbeki";"357259";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";"proximity / similarity"
"kirgizy";"uzbeki";"357259";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"gender relations / polozhenie zhensshiny";"proximity / similarity"
"kazakhi";"kirgizy";"357259";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"kazakhi";"kirgizy";"357259";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";"proximity / similarity"
"kazakhi";"kirgizy";"357259";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"gender relations / polozhenie zhensshiny";"proximity / similarity"
"Afghanistan";"Persia";"357895";"1966_5";"Locations, Historical locations";"past";"Factual Statement by Author";"Rupture";"language / spoken (incl. dialects)";NA
"Afghanistan";"Central Asia / Srednjaja Azija";"357895";"1966_5";"Locations, Locations";"past";"Factual Statement by Author";"Rupture";"language / spoken (incl. dialects)";NA
"Central Asia / Srednjaja Azija";"Persia";"357895";"1966_5";"Historical locations, Locations";"past";"Factual Statement by Author";"Rupture";"language / spoken (incl. dialects)";NA
"kirgizy";"uzbeki";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"kirgizy";"uzbeki";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";"proximity / similarity"
"kirgizy";"uzbeki";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"family structure / semejnye otnoshenii / family life";"proximity / similarity"
"kirgizy";"uzbeki";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"gender relations / polozhenie zhensshiny";"proximity / similarity"
"turkmeny";"uzbeki";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"turkmeny";"uzbeki";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";"proximity / similarity"
"turkmeny";"uzbeki";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"family structure / semejnye otnoshenii / family life";"proximity / similarity"
"turkmeny";"uzbeki";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"gender relations / polozhenie zhensshiny";"proximity / similarity"
"kirgizy";"turkmeny";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"kirgizy";"turkmeny";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"perezhitki";"proximity / similarity"
"kirgizy";"turkmeny";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"family structure / semejnye otnoshenii / family life";"proximity / similarity"
"kirgizy";"turkmeny";"358678";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"gender relations / polozhenie zhensshiny";"proximity / similarity"
"Russians in Central Asia";"uzbeki";"358956";"1962_2";"Central Asian titular nations, russkij narod / Russians";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"tatary";"uzbeki";"358956";"1962_2";"Central Asian titular nations, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"azerbajdzhancy";"uzbeki";"358956";"1962_2";"Central Asian titular nations, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"korejcy Srednej Azii";"uzbeki";"358956";"1962_2";"Central Asian titular nations, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"Russians in Central Asia";"tatary";"358956";"1962_2";"russkij narod / Russians, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"azerbajdzhancy";"Russians in Central Asia";"358956";"1962_2";"russkij narod / Russians, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"korejcy Srednej Azii";"Russians in Central Asia";"358956";"1962_2";"russkij narod / Russians, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"azerbajdzhancy";"tatary";"358956";"1962_2";"Groups, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"korejcy Srednej Azii";"tatary";"358956";"1962_2";"Groups, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"azerbajdzhancy";"korejcy Srednej Azii";"358956";"1962_2";"Groups, Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"life on kolkhozes / kolkhoznoe krest'janstvo";NA
"kirgizy";"uzbeki";"359634";"1973_3";"Central Asian titular nations, Central Asian titular nations";NA;NA;NA;"textile production / handicraft / weaving";"proximity / similarity"
"kirgizy";"uzbeki";"359634";"1973_3";"Central Asian titular nations, Central Asian titular nations";NA;NA;NA;"use of specific tools or methods";"proximity / similarity"
"kazakhi";"kirgizy";"359803";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"gender relations / polozhenie zhensshiny";"proximity / similarity"
"kazakhi";"kirgizy";"359803";"1967_5";"Central Asian titular nations, Central Asian titular nations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"weddings / svadebnye obychai i obrjady / kalym";"proximity / similarity"
"Dal'nij Vostok";"Japan";"362974";"1979_3";"Locations, Locations";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Central Asia / Srednjaja Azija";"Dal'nij Vostok";"362974";"1979_3";"Locations, Locations";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Central Asia / Srednjaja Azija";"Japan";"362974";"1979_3";"Locations, Locations";"present";"Factual Statement by Author";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Afganskij Badakhshan";"dolina r.  Pandzhshir";"366581";"1963_1";"Locations, Afghanistan";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"Blizhnij Vostok";"Central Asia / Srednjaja Azija";"370270";"1968_4";"Locations, Locations";"past: pre-Muslim";"Factual Statement by Author";NA;"archaeology / mesolithic or neolithic monuments or culture";"proximity / similarity"
"narody Sredneaziatskogo Mezhdurech'ja";"uzbeki";"375765";"1983_3";"Central Asian titular nations, Historical groups";NA;"Factual Statement by Author";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"turkmeny";"uzbeki";"376695";"1983_3";"Central Asian titular nations, Central Asian titular nations";NA;"Factual Statement by Author";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"kirgizy";"turkmeny";"37827";"1977_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"education";NA
"kirgizy";"turkmeny";"37827";"1977_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"profession / zanjatija";NA
"kirgizy";"turkmeny";"37827";"1977_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"kul'tura / kul'turnye tradicii";NA
"kazakhi";"kirgizy";"37827";"1977_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"education";NA
"kazakhi";"kirgizy";"37827";"1977_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"profession / zanjatija";NA
"kazakhi";"kirgizy";"37827";"1977_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"kul'tura / kul'turnye tradicii";NA
"kirgizy";"Lithuania";"37827";"1977_6";"Central Asian titular nations, Locations";"present";NA;NA;"education";NA
"kirgizy";"Lithuania";"37827";"1977_6";"Central Asian titular nations, Locations";"present";NA;NA;"profession / zanjatija";NA
"kirgizy";"Lithuania";"37827";"1977_6";"Central Asian titular nations, Locations";"present";NA;NA;"kul'tura / kul'turnye tradicii";NA
"kazakhi";"turkmeny";"37827";"1977_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"education";NA
"kazakhi";"turkmeny";"37827";"1977_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"profession / zanjatija";NA
"kazakhi";"turkmeny";"37827";"1977_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"kul'tura / kul'turnye tradicii";NA
"Lithuania";"turkmeny";"37827";"1977_6";"Central Asian titular nations, Locations";"present";NA;NA;"education";NA
"Lithuania";"turkmeny";"37827";"1977_6";"Central Asian titular nations, Locations";"present";NA;NA;"profession / zanjatija";NA
"Lithuania";"turkmeny";"37827";"1977_6";"Central Asian titular nations, Locations";"present";NA;NA;"kul'tura / kul'turnye tradicii";NA
"kazakhi";"Lithuania";"37827";"1977_6";"Central Asian titular nations, Locations";"present";NA;NA;"education";NA
"kazakhi";"Lithuania";"37827";"1977_6";"Central Asian titular nations, Locations";"present";NA;NA;"profession / zanjatija";NA
"kazakhi";"Lithuania";"37827";"1977_6";"Central Asian titular nations, Locations";"present";NA;NA;"kul'tura / kul'turnye tradicii";NA
"Turkmenistan / Turkmenija / Turkmenskaja SSR";"Uzbekistan / Uzbekskaja SSR";"38577";"1972_4";"Locations, Locations";"present";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"knowledge exchange"
"Kirgizija / Kirgizskaja SSR";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"38577";"1972_4";"Locations, Locations";"present";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"knowledge exchange"
"gosudarstva Vostoka";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"38577";"1972_4";"Locations, Locations";"present";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"knowledge exchange"
"Kirgizija / Kirgizskaja SSR";"Uzbekistan / Uzbekskaja SSR";"38577";"1972_4";"Locations, Locations";"present";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"knowledge exchange"
"gosudarstva Vostoka";"Uzbekistan / Uzbekskaja SSR";"38577";"1972_4";"Locations, Locations";"present";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"knowledge exchange"
"gosudarstva Vostoka";"Kirgizija / Kirgizskaja SSR";"38577";"1972_4";"Locations, Locations";"present";"Factual Statement by Author";NA;"mode of production / khozjajsvennyj uklad / economic system";"knowledge exchange"
"Iran";"Uzbekistan / Uzbekskaja SSR";"386824";"1980_6";"Locations, Locations";"past";"Factual Statement by Author";NA;"theater";"proximity / similarity"
"India";"Iran";"386824";"1980_6";"Locations, Locations";"past";"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Central Asia / Srednjaja Azija";"Iran";"386824";"1980_6";"Locations, Locations";"past";"Factual Statement by Author";NA;"theater";"proximity / similarity"
"India";"Uzbekistan / Uzbekskaja SSR";"386824";"1980_6";"Locations, Locations";"past";"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Central Asia / Srednjaja Azija";"Uzbekistan / Uzbekskaja SSR";"386824";"1980_6";"Locations, Locations";"past";"Factual Statement by Author";NA;"theater";"proximity / similarity"
"Central Asia / Srednjaja Azija";"India";"386824";"1980_6";"Locations, Locations";"past";"Factual Statement by Author";NA;"theater";"proximity / similarity"
"turkmeny";"uzbeki";"388750";"1983_3";"Central Asian titular nations, Central Asian titular nations";NA;"Factual Statement by Author";NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"turkmeny";"uzbeki";"388750";"1983_3";"Central Asian titular nations, Central Asian titular nations";NA;"Factual Statement by Author";NA;"anthropometric measures";"proximity / similarity"
"Afghanistan";"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"394854";"1970_3";"Locations, Groups";"present";"Factual Statement by Author";"Continuity";"prazdniki";"proximity / similarity"
"Afghanistan";"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"394854";"1970_3";"Locations, Groups";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"Afghanistan";"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"394854";"1970_3";"Locations, Groups";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"Afghanistan";"Iran";"394854";"1970_3";"Locations, Locations";"present";"Factual Statement by Author";"Continuity";"prazdniki";"proximity / similarity"
"Afghanistan";"Iran";"394854";"1970_3";"Locations, Locations";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"Afghanistan";"Iran";"394854";"1970_3";"Locations, Locations";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"Iran";"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"394854";"1970_3";"Groups, Locations";"present";"Factual Statement by Author";"Continuity";"prazdniki";"proximity / similarity"
"Iran";"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"394854";"1970_3";"Groups, Locations";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"Iran";"persy / iranojazychnye narody / Persian-/Iranian-speaking world";"394854";"1970_3";"Groups, Locations";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"narody Afganistana";"narody Severo-Zapadnoj Indii";"396379";"1972_6";"Groups, Groups in Afghanistan";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Severo-Zapadnoj Indii";"narody Srednej Azii";"396379";"1972_6";"Groups, narody Srednej Azii i Kazakhstana";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Afganistana";"narody Srednej Azii";"396379";"1972_6";"Groups in Afghanistan, narody Srednej Azii i Kazakhstana";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Afganistana";"narody Severnoj Indii";"398906";"1972_6";"Groups, Groups in Afghanistan";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Severnoj Indii";"turkmeny";"398906";"1972_6";"Groups, Central Asian titular nations";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Severnoj Indii";"uzbeki";"398906";"1972_6";"Groups, Central Asian titular nations";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Irana";"narody Severnoj Indii";"398906";"1972_6";"Groups, Groups";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Afganistana";"turkmeny";"398906";"1972_6";"Groups in Afghanistan, Central Asian titular nations";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Afganistana";"uzbeki";"398906";"1972_6";"Groups in Afghanistan, Central Asian titular nations";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Afganistana";"narody Irana";"398906";"1972_6";"Groups in Afghanistan, Groups";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"turkmeny";"uzbeki";"398906";"1972_6";"Central Asian titular nations, Central Asian titular nations";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Irana";"turkmeny";"398906";"1972_6";"Central Asian titular nations, Groups";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"narody Irana";"uzbeki";"398906";"1972_6";"Central Asian titular nations, Groups";"present";NA;NA;"""racial type"" / rasovyj tip / rasa";"proximity / similarity"
"Nepal";"Pakistan";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Nepal";"Pakistan";"402097";"1979_2";"Locations, Locations";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
